uid,years,minutes,sqrm,distance,renovate,express,price
13114-1461,30,7,15,9.492733962,0,1,12000000
13114-1462,45,0,70,9.492733962,1,1,45000000
13114-1463,28,4,15,9.492733962,0,1,10000000
13114-1464,16,8,70,9.492733962,1,1,64000000
13114-1467,13,5,20,9.492733962,0,1,20000000
13114-1468,17,6,35,9.492733962,0,1,30000000
13114-1475,24,7,45,9.492733962,1,1,42000000
13114-1476,30,3,15,9.492733962,0,1,12000000
13114-1481,15,4,35,9.492733962,1,1,37000000
13114-1482,15,4,20,9.492733962,0,1,23000000
13114-1483,20,1,40,9.492733962,0,1,27000000
13114-1484,30,7,15,9.492733962,0,1,11000000
13114-1485,17,6,65,9.492733962,0,1,59000000
13114-1486,13,2,30,9.492733962,0,1,29000000
13114-1490,30,7,15,9.492733962,0,1,12000000
13114-1491,25,3,15,9.492733962,0,1,13000000
13114-1492,4,3,35,9.492733962,0,1,38000000
13114-1494,14,5,40,9.492733962,0,1,32000000
13114-1495,25,2,40,9.492733962,0,1,28000000
13114-1496,45,0,25,9.492733962,1,1,14000000
13114-1497,12,5,40,9.492733962,0,1,28000000
13114-1498,16,8,70,9.492733962,0,1,50000000
13114-1499,28,4,40,9.492733962,1,1,20000000
13114-1500,32,3,15,9.492733962,0,1,4400000
13114-1501,34,2,50,9.492733962,0,1,29000000
13114-1502,6,2,55,9.492733962,0,1,53000000
13114-1505,4,1,60,9.492733962,0,1,59000000
13114-1506,17,6,20,9.492733962,0,1,18000000
13114-1507,13,5,20,9.492733962,0,1,14000000
13114-1508,14,5,45,9.492733962,0,1,37000000
13114-1509,25,2,20,9.492733962,1,1,21000000
13114-1510,15,4,35,9.492733962,0,1,28000000
13114-1511,45,0,25,9.492733962,0,1,9300000
13114-1513,21,5,40,9.492733962,0,1,30000000
13114-1514,33,7,35,9.492733962,0,1,18000000
13114-1515,45,0,25,9.492733962,1,1,12000000
13114-1516,14,1,65,9.492733962,1,1,54000000
13114-1517,18,5,20,9.492733962,1,1,20000000
13114-1518,14,5,40,9.492733962,0,1,28000000
13114-1520,3,1,55,9.492733962,0,1,65000000
13114-1521,4,1,60,9.492733962,0,1,57000000
13114-1523,32,3,15,9.492733962,0,1,8600000
13114-1527,4,4,45,9.492733962,0,1,48000000
13114-1528,30,7,15,9.492733962,0,1,18000000
13114-1529,18,5,20,9.492733962,0,1,18000000
13114-1530,4,4,45,9.492733962,0,1,45000000
13114-1531,4,4,40,9.492733962,0,1,40000000
13114-1532,30,3,15,9.492733962,0,1,9800000
13114-1533,4,1,60,9.492733962,0,1,62000000
13114-1536,6,6,70,9.492733962,0,1,80000000
13114-1537,13,5,60,9.492733962,0,1,65000000
13114-1538,21,5,35,9.492733962,1,1,34000000
13114-1539,46,4,25,9.492733962,0,1,11000000
13114-1548,2,1,25,9.492733962,0,1,38000000
13114-1549,35,9,10,9.492733962,0,1,11000000
13114-1550,2,1,25,9.492733962,0,1,38000000
13114-1553,48,0,25,9.492733962,1,1,15000000
13114-1554,2,1,25,9.492733962,0,1,40000000
13114-1557,33,2,15,9.492733962,0,1,12000000
13114-1558,3,7,40,9.492733962,0,1,42000000
13114-1559,19,2,20,9.492733962,0,1,24000000
13114-1564,13,5,60,9.492733962,0,1,59000000
13114-1565,35,5,45,9.492733962,1,1,38000000
13114-1569,48,0,20,9.492733962,1,1,14000000
13114-1570,13,5,50,9.492733962,0,1,50000000
13114-1571,46,4,15,9.492733962,0,1,7500000
13114-1572,15,9,30,9.492733962,0,1,22000000
13114-1574,8,8,70,9.492733962,0,1,65000000
13114-1575,46,4,30,9.492733962,1,1,20000000
13114-1576,19,2,20,9.492733962,0,1,20000000
13114-1578,19,2,20,9.492733962,0,1,23000000
13114-1581,13,5,50,9.492733962,0,1,43000000
13114-1582,3,4,25,9.492733962,0,1,29000000
13114-1583,3,5,25,9.492733962,0,1,28000000
13114-1584,3,5,25,9.492733962,0,1,26000000
13114-1589,13,5,45,9.492733962,0,1,46000000
13114-1590,3,5,25,9.492733962,0,1,30000000
13114-1591,19,2,20,9.492733962,0,1,23000000
13114-1593,3,5,25,9.492733962,0,1,29000000
13114-1594,3,6,25,9.492733962,0,1,29000000
13114-1595,19,2,20,9.492733962,0,1,21000000
13114-1596,24,3,65,9.492733962,0,1,54000000
13114-1597,28,5,15,9.492733962,0,1,13000000
13114-1599,28,5,15,9.492733962,1,1,16000000
13114-1600,2,5,25,9.492733962,0,1,31000000
13114-1601,19,4,50,9.492733962,0,1,41000000
13114-1602,10,3,25,9.492733962,0,1,25000000
13114-1603,19,4,50,9.492733962,0,1,40000000
13114-1604,2,5,25,9.492733962,0,1,31000000
13114-1605,9,4,30,9.492733962,0,1,27000000
13114-1606,2,5,25,9.492733962,0,1,32000000
13114-1607,2,5,25,9.492733962,0,1,32000000
13114-1608,16,3,20,9.492733962,0,1,19000000
13114-1611,33,7,15,9.492733962,0,1,7500000
13114-1612,20,2,20,9.492733962,0,1,16000000
13114-1613,9,4,20,9.492733962,0,1,24000000
13114-1615,16,3,20,9.492733962,0,1,22000000
13114-1617,20,2,20,9.492733962,0,1,16000000
13114-1618,28,5,15,9.492733962,0,1,16000000
13114-1619,14,6,20,9.492733962,0,1,20000000
13114-1620,17,3,20,9.492733962,0,1,21000000
13114-1621,30,3,40,9.492733962,1,1,28000000
13114-1624,13,4,35,9.492733962,0,1,34000000
13114-1625,17,3,20,9.492733962,0,1,21000000
13114-1628,18,3,15,9.492733962,0,1,18000000
13114-1629,33,7,15,9.492733962,0,1,7100000
13114-1630,21,6,15,9.492733962,0,1,17000000
13114-1632,18,3,15,9.492733962,0,1,18000000
13114-1633,14,6,20,9.492733962,0,1,20000000
13114-1634,18,3,15,9.492733962,0,1,18000000
13114-1635,16,3,35,9.492733962,0,1,31000000
13114-1636,14,5,40,9.492733962,0,1,34000000
13114-1637,24,2,15,9.492733962,0,1,9000000
13114-1639,20,2,25,9.492733962,0,1,19000000
13114-1640,18,3,40,9.492733962,0,1,30000000
13114-1641,31,6,10,9.492733962,1,1,7800000
13114-1642,30,3,115,9.492733962,0,1,60000000
13114-1647,14,6,20,9.492733962,0,1,21000000
13114-1649,18,3,40,9.492733962,0,1,31000000
13114-1650,20,2,25,9.492733962,0,1,15000000
13114-1653,24,6,45,9.492733962,0,1,29000000
13114-1654,27,6,15,9.492733962,0,1,13000000
13114-1655,4,6,25,9.492733962,1,1,26000000
13114-1656,22,4,35,9.492733962,0,1,18000000
13114-1657,22,4,35,9.492733962,0,1,25000000
13114-1658,30,4,15,9.492733962,0,1,15000000
13114-1659,21,5,60,9.492733962,0,1,43000000
13114-1660,22,4,30,9.492733962,0,1,21000000
13114-1661,31,4,15,9.492733962,0,1,14000000
13114-1788,14,9,45,9.492733962,1,1,35000000
13114-1789,18,10,65,9.492733962,0,1,43000000
13114-1790,3,10,50,9.492733962,0,1,43000000
13114-1791,14,9,45,9.492733962,0,1,30000000
13114-1794,26,11,15,9.492733962,0,1,13000000
13114-1795,14,9,55,9.492733962,0,1,38000000
13114-1796,8,10,35,9.492733962,0,1,29000000
13114-1799,14,9,35,9.492733962,0,1,25000000
13114-1800,26,11,15,9.492733962,0,1,15000000
13114-1801,45,11,30,9.492733962,0,1,19000000
13114-1802,23,10,50,9.492733962,0,1,36000000
13114-1803,17,10,40,9.492733962,0,1,32000000
13114-1808,17,10,45,9.492733962,0,1,35000000
13114-1809,8,10,20,9.492733962,0,1,23000000
13114-1811,23,11,40,9.492733962,0,1,25000000
13114-1812,35,13,10,9.492733962,0,1,5300000
13114-1813,23,11,55,9.492733962,0,1,31000000
13114-1814,35,13,10,9.492733962,0,1,12000000
13114-1816,17,10,45,9.492733962,0,1,29000000
13114-1817,22,14,20,9.492733962,0,1,14000000
13114-1819,35,13,10,9.492733962,0,1,10000000
13114-1821,17,10,50,9.492733962,1,1,39000000
13114-1823,8,10,20,9.492733962,0,1,25000000
13114-1824,8,10,35,9.492733962,0,1,27000000
13114-1826,17,10,70,9.492733962,0,1,52000000
13114-1827,9,11,50,9.492733962,0,1,42000000
13114-1828,23,10,55,9.492733962,1,1,43000000
13114-1829,22,14,20,9.492733962,0,1,14000000
13114-1830,23,10,55,9.492733962,1,1,45000000
13114-1890,16,8,30,10.8508634,0,0,28000000
13114-1891,15,11,20,10.8508634,0,0,23000000
13114-1893,31,8,20,10.8508634,0,0,10000000
13114-1896,8,14,20,10.8508634,0,0,21000000
13114-1897,5,8,45,10.8508634,0,0,41000000
13114-1899,8,14,50,10.8508634,0,0,44000000
13114-1900,15,11,20,10.8508634,0,0,20000000
13114-1901,20,8,50,10.8508634,0,0,38000000
13114-1902,21,9,70,10.8508634,1,0,61000000
13114-1908,15,13,35,10.8508634,0,0,29000000
13114-1913,28,10,15,10.8508634,1,0,12000000
13114-1915,4,12,65,10.8508634,0,0,53000000
13114-1927,13,12,20,10.8508634,0,0,21000000
13114-1928,13,12,20,10.8508634,0,0,17000000
13114-1935,24,12,50,10.8508634,0,0,28000000
13114-1936,13,12,20,10.8508634,0,0,17000000
13114-1941,15,11,20,10.8508634,0,0,19000000
13114-1942,20,8,60,10.8508634,0,0,52000000
13114-1948,16,10,20,10.8508634,0,0,20000000
13114-1949,13,12,20,10.8508634,0,0,19000000
13114-1957,16,8,20,10.8508634,0,0,21000000
13114-1958,3,10,25,10.8508634,0,0,31000000
13114-1959,3,10,25,10.8508634,0,0,28000000
13114-1964,16,8,20,10.8508634,0,0,18000000
13114-1965,15,13,35,10.8508634,1,0,29000000
13114-2018,17,9,30,9.492733962,0,1,34000000
13114-2019,17,9,35,9.492733962,0,1,29000000
13114-2024,13,5,20,9.492733962,0,1,23000000
13114-2030,10,4,20,9.492733962,0,1,22000000
13114-2031,10,4,35,9.492733962,0,1,31000000
13114-2032,21,5,70,9.492733962,0,1,44000000
13114-2033,6,5,20,9.492733962,0,1,25000000
13114-2039,10,4,20,9.492733962,0,1,22000000
13114-2041,34,3,20,9.492733962,0,1,13000000
13114-2043,14,5,55,9.492733962,0,1,41000000
13114-2044,39,4,55,9.492733962,1,1,33000000
13114-2045,13,5,20,9.492733962,0,1,16000000
13114-2048,13,5,20,9.492733962,0,1,25000000
13114-2049,17,3,30,9.492733962,0,1,29000000
13114-2050,21,5,15,9.492733962,0,1,18000000
13114-2051,17,3,40,9.492733962,0,1,29000000
13114-2052,10,4,35,9.492733962,0,1,27000000
13114-2055,39,4,55,9.492733962,1,1,36000000
13114-2056,6,8,55,9.492733962,0,1,40000000
13114-2057,13,5,20,9.492733962,1,1,31000000
13114-2060,33,2,30,9.492733962,1,1,13000000
13114-2061,17,3,20,9.492733962,0,1,18000000
13114-2062,2,5,25,9.492733962,0,1,32000000
13114-2063,2,5,35,9.492733962,0,1,44000000
13114-2066,6,5,35,9.492733962,0,1,31000000
13114-2067,17,7,35,9.492733962,0,1,27000000
13114-2068,34,8,10,9.492733962,1,1,13000000
13114-2069,6,8,55,9.492733962,0,1,43000000
13114-2070,14,6,20,9.492733962,0,1,17000000
13114-2079,39,4,70,9.492733962,1,1,50000000
13114-2080,13,4,55,9.492733962,0,1,46000000
13114-2081,6,8,70,9.492733962,0,1,45000000
13114-2082,14,6,20,9.492733962,0,1,18000000
13114-2083,39,4,55,9.492733962,0,1,28000000
13114-2084,13,5,55,9.492733962,0,1,52000000
13114-2085,12,9,60,9.492733962,0,1,52000000
13114-2092,18,1,55,9.492733962,0,1,47000000
13114-2093,13,4,55,9.492733962,0,1,47000000
13114-2096,6,5,15,9.492733962,0,1,21000000
13114-2097,12,9,65,9.492733962,0,1,58000000
13114-2098,33,2,30,9.492733962,0,1,12000000
13114-2099,22,4,15,9.492733962,0,1,18000000
13114-2100,13,4,75,9.492733962,0,1,61000000
13114-2104,6,5,35,9.492733962,0,1,35000000
13114-2105,13,5,20,9.492733962,1,1,18000000
13114-2107,28,5,15,9.492733962,0,1,15000000
13114-2108,4,7,65,9.492733962,0,1,65000000
13114-2110,15,5,35,9.492733962,1,1,31000000
13114-2113,2,6,25,9.492733962,0,1,29000000
13114-2114,13,7,20,9.492733962,0,1,21000000
13114-2115,4,7,65,9.492733962,0,1,63000000
13114-2116,4,5,65,9.492733962,0,1,58000000
13114-2117,29,6,95,9.492733962,0,1,67000000
13114-2120,2,6,25,9.492733962,0,1,35000000
13114-2121,37,3,15,9.492733962,0,1,11000000
13114-2122,37,3,40,9.492733962,1,1,23000000
13114-2123,2,6,25,9.492733962,0,1,32000000
13114-2124,2,6,25,9.492733962,0,1,34000000
13114-2126,2,6,25,9.492733962,0,1,32000000
13114-2127,22,8,40,9.492733962,1,1,31000000
13114-2128,2,6,25,9.492733962,0,1,33000000
13114-2129,2,6,25,9.492733962,0,1,32000000
13114-2130,4,5,65,9.492733962,1,1,60000000
13114-2134,37,3,15,9.492733962,0,1,14000000
13114-2135,31,5,90,9.492733962,1,1,58000000
13114-2136,2,6,25,9.492733962,0,1,33000000
13114-2137,2,6,25,9.492733962,0,1,33000000
13114-2138,2,6,25,9.492733962,0,1,33000000
13114-2139,2,6,25,9.492733962,0,1,28000000
13114-2140,2,6,25,9.492733962,0,1,28000000
13114-2141,22,4,15,9.492733962,1,1,18000000
13114-2143,37,3,30,9.492733962,1,1,18000000
13114-2144,13,7,20,9.492733962,0,1,19000000
13114-2147,13,7,20,9.492733962,1,1,20000000
13114-2149,4,5,65,9.492733962,0,1,63000000
13114-2150,37,3,15,9.492733962,0,1,12000000
13114-2151,31,5,110,9.492733962,1,1,60000000
13114-2153,37,3,30,9.492733962,0,1,12000000
13114-2154,13,7,20,9.492733962,0,1,18000000
13114-2155,13,7,35,9.492733962,0,1,24000000
13114-2158,28,5,40,9.492733962,1,1,28000000
13114-2159,29,6,110,9.492733962,1,1,85000000
13115-11,12,8,40,12.12192561,1,0,37000000
13115-12,28,14,50,12.12192561,1,0,45000000
13115-20,26,14,60,12.12192561,0,0,53000000
13115-21,29,7,15,12.12192561,0,0,12000000
13115-22,16,12,60,12.12192561,1,0,55000000
13115-35,12,8,60,12.12192561,1,0,60000000
13115-47,2,6,80,12.12192561,1,0,68000000
13115-48,28,13,20,12.12192561,0,0,11000000
13115-49,21,10,20,12.12192561,0,0,21000000
13115-50,16,5,35,12.12192561,0,0,33000000
13115-51,25,7,55,12.12192561,0,0,37000000
13115-52,2,6,60,12.12192561,1,0,48000000
13115-53,26,9,20,12.12192561,0,0,16000000
13115-54,12,7,35,12.12192561,0,0,25000000
13115-65,28,5,15,12.12192561,1,0,11000000
13115-66,2,3,25,12.12192561,0,0,36000000
13115-67,35,9,25,12.12192561,1,0,23000000
13115-68,28,15,20,12.12192561,0,0,11000000
13115-69,28,5,15,12.12192561,1,0,11000000
13115-70,24,10,15,12.12192561,0,0,12000000
13115-76,28,13,15,12.12192561,0,0,8500000
13115-77,12,8,60,12.12192561,0,0,48000000
13115-87,13,15,20,12.12192561,1,0,19000000
13115-88,23,11,45,12.12192561,0,0,35000000
13115-90,17,3,30,12.12192561,0,0,25000000
13115-98,23,10,65,12.12192561,0,0,54000000
13115-99,21,9,20,12.12192561,1,0,23000000
13115-114,26,14,50,12.12192561,0,0,29000000
13115-115,25,10,45,12.12192561,1,0,40000000
13115-116,20,7,70,12.12192561,0,0,52000000
13115-123,35,10,10,12.12192561,0,0,7000000
13115-124,12,6,40,12.12192561,1,0,39000000
13115-133,48,14,45,12.12192561,1,0,26000000
13115-134,16,12,55,12.12192561,0,0,44000000
13115-135,16,5,35,12.12192561,1,0,30000000
13115-144,21,9,20,12.12192561,0,0,13000000
13115-145,21,9,15,12.12192561,0,0,13000000
13115-146,21,9,20,12.12192561,0,0,13000000
13115-147,28,14,20,12.12192561,0,0,9800000
13115-148,28,14,20,10.8508634,1,0,11000000
13115-149,28,14,20,10.8508634,0,0,10000000
13115-150,28,14,20,10.8508634,0,0,9200000
13115-164,14,4,35,12.12192561,0,0,34000000
13115-165,35,3,15,12.12192561,0,0,7100000
13115-171,20,4,65,12.12192561,1,0,69000000
13115-174,8,2,65,12.12192561,0,0,80000000
13115-176,10,2,40,12.12192561,1,0,50000000
13115-183,35,4,15,12.12192561,1,0,8300000
13115-184,11,8,50,12.12192561,1,0,40000000
13115-185,3,12,25,12.12192561,0,0,31000000
13115-186,20,3,65,12.12192561,0,0,43000000
13115-187,45,10,45,12.12192561,0,0,24000000
13115-190,20,3,35,12.12192561,1,0,42000000
13115-191,14,4,35,12.12192561,0,0,28000000
13115-195,35,3,15,12.12192561,1,0,74000000
13115-196,8,1,70,12.12192561,0,0,87000000
13115-202,34,4,15,12.12192561,0,0,11000000
13115-203,28,8,15,12.12192561,1,0,15000000
13115-206,3,3,25,12.12192561,0,0,27000000
13115-207,27,5,15,12.12192561,0,0,10000000
13115-208,8,1,75,12.12192561,0,0,95000000
13115-213,27,6,15,12.12192561,0,0,7300000
13115-215,49,7,40,13.47331293,1,1,30000000
13115-216,49,7,40,13.47331293,1,1,26000000
13115-228,3,11,25,12.12192561,0,0,25000000
13115-229,35,5,10,12.12192561,1,0,8900000
13115-230,31,6,15,12.12192561,0,0,9700000
13115-231,18,4,30,12.12192561,0,0,26000000
13115-232,16,2,80,12.12192561,0,0,58000000
13115-237,16,2,20,12.12192561,0,0,19000000
13115-238,19,4,15,12.12192561,0,0,22000000
13115-242,16,2,85,12.12192561,0,0,84000000
13115-243,13,9,20,12.12192561,0,0,18000000
13115-244,3,10,40,12.12192561,0,0,37000000
13115-245,19,2,55,12.12192561,0,0,38000000
13115-246,3,6,40,12.12192561,0,0,41000000
13115-247,16,2,115,12.12192561,0,0,120000000
13115-249,16,2,85,12.12192561,0,0,88000000
13115-250,13,9,15,12.12192561,1,0,16000000
13115-252,45,9,35,12.12192561,0,0,15000000
13115-253,3,8,40,12.12192561,0,0,37000000
13115-254,3,8,25,12.12192561,0,0,31000000
13115-255,3,9,25,12.12192561,0,0,30000000
13115-257,3,6,25,12.12192561,1,0,24000000
13115-258,28,5,15,12.12192561,0,0,11000000
13115-261,16,2,30,12.12192561,0,0,23000000
13115-262,19,4,15,12.12192561,0,0,16000000
13115-263,19,4,20,12.12192561,0,0,16000000
13115-264,3,6,25,12.12192561,0,0,32000000
13115-265,3,6,25,12.12192561,0,0,30000000
13115-269,22,3,45,12.12192561,1,0,43000000
13115-271,22,3,45,12.12192561,0,0,34000000
13115-273,18,4,30,12.12192561,1,0,29000000
13115-274,18,4,45,12.12192561,0,0,39000000
13115-275,16,2,20,12.12192561,0,0,21000000
13115-276,18,4,30,12.12192561,1,0,20000000
13115-291,16,4,25,13.47331293,1,1,23000000
13115-292,21,8,30,13.47331293,0,1,22000000
13115-300,28,4,50,13.47331293,1,1,43000000
13115-301,10,10,20,13.47331293,0,1,19000000
13115-302,10,9,20,13.47331293,0,1,22000000
13115-303,33,8,30,13.47331293,1,1,28000000
13115-304,16,8,30,13.47331293,1,1,35000000
13115-305,20,9,20,13.47331293,0,1,13000000
13115-309,20,9,20,13.47331293,0,1,19000000
13115-318,16,9,30,13.47331293,0,1,35000000
13115-319,21,9,30,13.47331293,1,1,23000000
13115-327,10,10,25,13.47331293,0,1,25000000
13115-328,16,4,20,13.47331293,0,1,17000000
13115-329,17,14,90,13.47331293,0,1,50000000
13115-332,16,5,30,13.47331293,0,1,30000000
13115-333,28,4,55,13.47331293,0,1,39000000
13115-334,28,5,15,13.47331293,0,1,10000000
13115-335,35,11,40,13.47331293,0,1,28000000
13115-341,29,7,85,13.47331293,0,1,55000000
13115-342,16,4,20,13.47331293,0,1,25000000
13115-343,21,5,15,13.47331293,0,1,16000000
13115-344,35,10,50,13.47331293,0,1,23000000
13115-350,16,4,20,13.47331293,0,1,20000000
13115-351,10,10,20,13.47331293,0,1,18000000
13115-362,10,10,20,13.47331293,0,1,18000000
13115-363,16,8,30,13.47331293,0,1,28000000
13115-364,33,1,20,13.47331293,0,1,14000000
13115-371,20,9,20,13.47331293,0,1,19000000
13115-372,33,6,55,13.47331293,0,1,40000000
13115-382,24,4,20,13.47331293,0,1,12000000
13115-729,34,20,70,13.47331293,0,1,28000000
13115-730,23,25,55,13.47331293,0,1,32000000
13115-731,23,25,60,13.47331293,0,1,40000000
13115-835,14,6,15,12.12192561,0,0,21000000
13115-836,46,5,35,12.12192561,0,0,19000000
13115-839,14,6,25,12.12192561,0,0,24000000
13115-841,23,7,35,12.12192561,0,0,31000000
13115-843,46,5,35,12.12192561,0,0,13000000
13115-844,14,6,15,12.12192561,0,0,21000000
13115-845,14,6,15,12.12192561,0,0,17000000
13115-990,35,8,90,13.47331293,1,1,79000000
13115-991,32,7,40,13.47331293,1,1,35000000
13115-992,30,5,35,13.47331293,0,1,18000000
13115-993,46,8,30,13.47331293,1,1,17000000
13115-994,47,3,35,13.47331293,0,1,16000000
13115-995,23,10,75,13.47331293,0,1,43000000
13115-996,12,10,50,13.47331293,0,1,46000000
13115-1004,8,10,50,13.47331293,0,1,44000000
13115-1005,7,5,55,13.47331293,0,1,67000000
13115-1006,1,2,30,13.47331293,0,1,34000000
13115-1007,14,15,60,13.47331293,0,1,41000000
13115-1008,13,3,30,13.47331293,1,1,37000000
13115-1009,7,1,30,13.47331293,0,1,37000000
13115-1010,1,3,30,13.47331293,0,1,34000000
13115-1011,12,10,40,13.47331293,0,1,29000000
13115-1012,10,2,30,13.47331293,0,1,38000000
13115-1018,15,14,70,13.47331293,0,1,59000000
13115-1019,32,8,25,13.47331293,0,1,17000000
13115-1020,47,12,45,13.47331293,0,1,24000000
13115-1021,23,3,55,13.47331293,1,1,60000000
13115-1022,43,2,55,13.47331293,1,1,48000000
13115-1023,26,4,35,13.47331293,0,1,30000000
13115-1029,11,8,70,13.47331293,1,1,60000000
13115-1039,23,3,55,13.47331293,1,1,57000000
13115-1040,9,5,70,13.47331293,0,1,60000000
13115-1041,15,14,75,13.47331293,0,1,60000000
13115-1042,34,1,15,13.47331293,0,1,11000000
13115-1043,35,2,15,13.47331293,0,1,13000000
13115-1044,24,7,35,13.47331293,1,1,27000000
13115-1045,11,9,70,13.47331293,0,1,50000000
13115-1046,13,13,20,13.47331293,0,1,21000000
13115-1047,16,5,45,13.47331293,0,1,40000000
13115-1048,16,5,55,13.47331293,0,1,52000000
13115-1049,14,4,35,13.47331293,0,1,29000000
13115-1050,15,14,70,13.47331293,0,1,53000000
13115-1057,13,3,35,13.47331293,1,1,40000000
13115-1058,19,15,20,13.47331293,0,1,19000000
13115-1059,19,15,20,13.47331293,0,1,14000000
13115-1061,11,9,55,13.47331293,1,1,50000000
13115-1068,30,4,15,13.47331293,1,1,8900000
13115-1069,12,3,20,13.47331293,0,1,22000000
13115-1070,46,7,35,13.47331293,1,1,20000000
13115-1071,34,1,20,13.47331293,0,1,15000000
13115-1072,19,4,20,13.47331293,0,1,17000000
13115-1073,23,3,55,13.47331293,0,1,58000000
13115-1074,10,10,40,13.47331293,1,1,38000000
13115-1075,17,9,15,13.47331293,0,1,17000000
13115-1076,27,2,15,13.47331293,0,1,12000000
13115-1077,27,2,20,13.47331293,0,1,12000000
13115-1081,16,5,15,13.47331293,0,1,22000000
13115-1082,32,2,25,13.47331293,0,1,14000000
13115-1083,34,1,55,13.47331293,1,1,45000000
13115-1084,20,12,70,13.47331293,0,1,37000000
13115-1085,13,4,30,13.47331293,0,1,29000000
13115-1086,18,10,75,13.47331293,0,1,68000000
13115-1090,16,5,65,13.47331293,0,1,55000000
13115-1091,12,10,45,13.47331293,0,1,39000000
13115-1092,10,2,30,13.47331293,0,1,42000000
13115-1093,22,12,70,13.47331293,0,1,49000000
13115-1094,19,15,25,13.47331293,0,1,19000000
13115-1095,19,15,25,13.47331293,0,1,10000000
13115-1096,34,1,40,13.47331293,0,1,31000000
13115-1097,23,9,70,13.47331293,1,1,57000000
13115-1105,27,4,80,13.47331293,0,1,36000000
13115-1106,32,8,45,13.47331293,0,1,14000000
13115-1107,19,4,15,13.47331293,0,1,17000000
13115-1108,11,9,70,13.47331293,0,1,57000000
13115-1109,29,1,75,13.47331293,1,1,64000000
13115-1119,26,5,45,13.47331293,1,1,38000000
13115-1120,46,8,30,13.47331293,1,1,21000000
13115-1121,10,10,30,13.47331293,0,1,31000000
13115-1122,12,4,60,13.47331293,0,1,40000000
13115-1123,5,7,35,13.47331293,0,1,40000000
13115-1131,22,4,40,13.47331293,1,1,40000000
13115-1132,13,13,20,13.47331293,0,1,15000000
13115-1133,13,6,35,13.47331293,0,1,31000000
13115-1134,30,4,15,13.47331293,0,1,8900000
13115-1135,34,1,40,13.47331293,0,1,29000000
13115-1136,46,7,40,13.47331293,1,1,25000000
13115-1137,11,9,70,13.47331293,0,1,58000000
13115-1138,22,4,20,13.47331293,0,1,23000000
13115-1140,14,3,65,13.47331293,0,1,60000000
13115-1141,10,2,30,13.47331293,0,1,38000000
13115-1250,13,9,35,13.47331293,0,1,29000000
13115-1251,22,5,20,13.47331293,0,1,14000000
13115-1252,10,9,35,13.47331293,0,1,29000000
13115-1253,16,11,20,13.47331293,0,1,15000000
13115-1256,16,12,20,13.47331293,0,1,20000000
13115-1257,49,9,45,13.47331293,1,1,30000000
13115-1263,22,6,40,13.47331293,0,1,30000000
13115-1264,21,8,15,13.47331293,1,1,15000000
13115-1265,11,7,20,13.47331293,0,1,18000000
13115-1270,2,13,25,13.47331293,0,1,29000000
13115-1271,10,8,20,13.47331293,1,1,31000000
13115-1272,22,5,15,13.47331293,0,1,18000000
13115-1273,2,14,25,13.47331293,0,1,29000000
13115-1274,11,7,20,13.47331293,0,1,17000000
13115-1275,21,9,70,13.47331293,0,1,53000000
13115-1280,22,6,30,13.47331293,1,1,27000000
13115-1281,19,6,30,13.47331293,0,1,26000000
13115-1282,18,8,55,13.47331293,0,1,49000000
13115-1285,21,16,50,13.47331293,1,1,30000000
13115-1287,11,7,20,13.47331293,0,1,23000000
13115-1288,10,8,35,13.47331293,0,1,34000000
13115-1291,10,8,35,13.47331293,0,1,38000000
13115-1296,21,16,50,13.47331293,0,1,30000000
13115-1297,22,7,20,13.47331293,0,1,16000000
13115-1298,18,8,65,13.47331293,0,1,54000000
13115-1299,19,6,30,13.47331293,0,1,19000000
13115-1301,11,7,20,13.47331293,0,1,21000000
13115-1302,47,11,75,13.47331293,1,1,40000000
13115-1303,22,5,15,13.47331293,1,1,12000000
13115-1304,18,8,75,13.47331293,0,1,52000000
13115-1306,10,8,20,13.47331293,0,1,22000000
13115-1307,24,15,70,13.47331293,0,1,42000000
13115-1308,13,9,45,13.47331293,0,1,33000000
13115-1316,49,9,30,13.47331293,1,1,20000000
13115-1317,22,13,45,13.47331293,0,1,26000000
13115-1318,19,6,30,13.47331293,0,1,15000000
13115-1319,7,6,70,13.47331293,0,1,56000000
13115-1324,14,8,60,15.29485589,0,0,53000000
13115-1327,16,14,20,15.29485589,0,0,17000000
13115-1328,34,9,40,15.29485589,0,0,20000000
13115-1335,15,11,80,15.29485589,0,0,44000000
13115-1340,14,8,40,15.29485589,0,0,30000000
13115-1341,21,7,20,15.29485589,0,0,15000000
13115-1346,9,14,65,15.29485589,0,0,58000000
13115-1616,24,10,60,12.12192561,1,0,45000000
13115-1618,24,10,70,12.12192561,0,0,32000000
13115-1625,11,4,30,10.8508634,0,0,33000000
13115-1626,33,4,15,10.8508634,0,0,8900000
13115-1627,22,9,20,10.8508634,0,0,13000000
13115-1631,48,9,40,10.8508634,1,0,26000000
13115-1632,18,10,20,10.8508634,0,0,20000000
13115-1633,22,9,20,10.8508634,0,0,20000000
13115-1634,48,8,30,10.8508634,0,0,9500000
13115-1638,31,5,15,10.8508634,0,0,13000000
13115-1639,12,8,25,10.8508634,0,0,26000000
13115-1643,15,10,20,10.8508634,0,0,21000000
13115-1644,13,4,55,10.8508634,0,0,53000000
13115-1645,16,6,20,10.8508634,0,0,20000000
13115-1649,48,9,35,10.8508634,0,0,15000000
