uid,years,minutes,sqrm,distance,renovate,express,price
13202-853,24,13,55,31.92562844,0,1,28000000
13202-854,22,10,55,31.92562844,1,1,39000000
13202-858,47,15,25,31.92562844,0,1,11000000
13202-860,34,14,45,31.92562844,0,1,4000000
13202-861,22,9,65,31.92562844,0,1,27000000
13202-862,29,9,15,31.92562844,0,1,11000000
13202-863,13,15,70,31.92562844,0,1,33000000
13202-864,34,11,15,31.92562844,0,1,4600000
13202-865,23,11,75,31.92562844,1,1,35000000
13202-965,35,13,20,31.92562844,1,1,7300000
13202-1028,16,16,70,31.92562844,1,1,32000000
13202-1031,10,30,60,31.92562844,1,1,24000000
13202-1032,51,30,40,31.92562844,0,1,2800000
13202-1033,51,30,40,31.92562844,0,1,1100000
13202-1034,51,30,40,31.92562844,1,1,8300000
13202-1035,51,30,40,31.92562844,1,1,12000000
13202-1036,10,30,60,31.92562844,1,1,20000000
13202-1038,51,25,40,31.92562844,1,1,7500000
13202-1040,10,30,75,31.92562844,0,1,26000000
13202-1043,51,30,40,31.92562844,0,1,9500000
13202-1044,36,14,15,31.92562844,1,1,3200000
13202-1046,16,29,55,31.92562844,0,1,17000000
13202-1047,51,30,40,31.92562844,0,1,3000000
13202-1056,51,30,40,31.92562844,0,1,3000000
13202-1057,16,30,65,31.92562844,0,1,21000000
13202-1064,36,14,15,31.92562844,0,1,4300000
13202-1065,51,30,40,31.92562844,0,1,4800000
13202-1072,51,30,40,31.92562844,0,1,6000000
13202-1073,7,30,60,31.92562844,0,1,25000000
13202-1076,51,26,40,31.92562844,0,1,4300000
13202-1077,51,30,40,31.92562844,0,1,4800000
13202-1080,16,16,55,31.92562844,0,1,21000000
13202-1081,51,30,40,31.92562844,0,1,3000000
13202-1082,34,12,50,31.92562844,1,1,22000000
13202-1086,15,29,75,31.92562844,0,1,24000000
13202-1087,15,29,70,31.92562844,0,1,25000000
13202-1088,51,30,40,31.92562844,0,1,3900000
13202-1163,11,30,70,29.00351351,0,0,27000000
13202-1165,16,29,70,29.00351351,1,0,27000000
13202-1174,18,30,65,31.92562844,0,1,18000000
13202-1175,18,30,65,31.92562844,1,1,25000000
13202-1177,19,30,70,31.92562844,1,1,28000000
13202-1179,19,30,70,31.92562844,0,1,23000000
13203-2,13,16,75,17.02754961,0,0,64000000
13203-3,13,15,70,17.02754961,0,0,60000000
13203-11,16,18,85,17.02754961,0,0,67000000
13203-12,13,18,70,17.02754961,0,0,60000000
13203-14,41,19,65,17.02754961,0,0,30000000
13203-16,35,12,10,17.02754961,0,0,7000000
13203-21,16,18,85,17.02754961,1,0,65000000
13203-26,41,19,65,17.02754961,0,0,28000000
13203-27,13,20,80,17.02754961,0,0,72000000
13203-28,24,19,65,17.02754961,1,0,43000000
13203-33,35,16,50,17.02754961,0,0,29000000
13203-34,45,19,75,17.02754961,0,0,42000000
13203-35,13,18,75,17.02754961,0,0,69000000
13203-40,45,19,80,17.02754961,0,0,34000000
13203-41,14,19,50,17.02754961,0,0,40000000
13203-46,45,19,60,17.02754961,1,0,34000000
13203-55,24,19,75,17.02754961,0,0,48000000
13203-57,17,15,60,18.72812462,0,1,48000000
13203-79,48,18,45,18.72812462,0,1,19000000
13203-83,48,16,45,18.72812462,0,1,20000000
13203-84,27,14,50,18.72812462,0,1,28000000
13203-89,9,14,75,17.02754961,0,0,58000000
13203-95,9,11,85,17.02754961,0,0,75000000
13203-108,9,15,75,17.02754961,0,0,63000000
13203-109,9,15,80,17.02754961,0,0,69000000
13203-114,9,15,65,17.02754961,1,0,63000000
13203-115,9,15,80,17.02754961,0,0,70000000
13203-116,9,15,65,17.02754961,1,0,65000000
13203-122,9,15,75,17.02754961,0,0,70000000
13203-126,26,8,15,17.02754961,0,0,12000000
13203-144,16,5,50,17.02754961,0,0,52000000
13203-145,43,6,40,17.02754961,0,0,23000000
13203-146,9,5,25,17.02754961,0,0,31000000
13203-147,19,15,65,17.02754961,0,0,61000000
13203-148,21,11,70,17.02754961,0,0,45000000
13203-149,38,2,20,17.02754961,1,0,19000000
13203-150,38,2,10,17.02754961,0,0,14000000
13203-153,37,4,35,17.02754961,1,0,34000000
13203-154,16,15,20,17.02754961,0,0,20000000
13203-157,16,15,20,17.02754961,0,0,18000000
13203-158,16,4,70,17.02754961,0,0,79000000
13203-160,16,15,20,17.02754961,1,0,20000000
13203-164,14,4,20,17.02754961,0,0,22000000
13203-165,17,11,50,17.02754961,0,0,38000000
13203-166,29,6,55,17.02754961,1,0,45000000
13203-173,16,15,20,17.02754961,0,0,18000000
13203-174,19,15,65,17.02754961,0,0,60000000
13203-175,12,8,30,17.02754961,0,0,25000000
13203-179,16,15,20,17.02754961,0,0,14000000
13203-185,16,4,70,17.02754961,0,0,75000000
13203-187,16,15,20,17.02754961,0,0,19000000
13203-188,18,8,55,17.02754961,0,0,47000000
13203-189,16,15,20,17.02754961,0,0,16000000
13203-192,37,7,15,17.02754961,0,0,9300000
13203-193,16,4,65,17.02754961,0,0,86000000
13203-194,18,8,65,17.02754961,1,0,66000000
13203-195,19,15,65,17.02754961,0,0,65000000
13203-200,22,5,15,17.02754961,0,0,14000000
13203-201,16,15,60,17.02754961,0,0,42000000
13203-202,16,15,20,17.02754961,0,0,20000000
13203-203,19,15,75,17.02754961,0,0,71000000
13203-204,29,9,55,17.02754961,0,0,44000000
13203-206,37,7,15,17.02754961,0,0,9800000
13203-224,50,3,55,17.02754961,0,0,38000000
13203-225,50,4,55,17.02754961,0,0,35000000
13203-232,50,4,55,17.02754961,1,0,48000000
13203-237,41,4,90,17.02754961,1,0,89000000
13203-241,14,7,35,17.02754961,0,0,31000000
13203-242,16,4,60,17.02754961,0,0,64000000
13203-243,44,3,45,17.02754961,1,0,38000000
13203-244,14,11,105,17.02754961,0,0,140000000
13203-245,50,3,55,17.02754961,0,0,26000000
13203-251,41,4,60,17.02754961,0,0,57000000
13203-261,44,4,45,17.02754961,0,0,27000000
13203-262,33,14,90,17.02754961,0,0,60000000
13203-263,16,3,70,17.02754961,0,0,86000000
13203-264,19,6,40,17.02754961,0,0,38000000
13203-267,50,7,60,17.02754961,0,0,36000000
13203-271,13,9,25,17.02754961,0,0,24000000
13203-274,50,7,50,17.02754961,0,0,29000000
13203-276,18,11,30,17.02754961,0,0,26000000
13203-277,11,10,55,17.02754961,0,0,37000000
13203-278,17,13,60,17.02754961,0,0,57000000
13203-293,30,13,55,20.15478498,0,0,37000000
13203-294,30,14,80,20.15478498,1,0,37000000
13203-298,34,6,20,20.15478498,0,0,4700000
13203-305,17,5,70,20.15478498,0,0,55000000
13203-306,23,2,65,20.15478498,0,0,52000000
13203-313,37,3,40,20.15478498,1,0,29000000
13203-314,6,2,65,20.15478498,0,0,79000000
13203-315,41,5,60,20.15478498,0,0,21000000
13203-316,50,9,40,20.15478498,0,0,12000000
13203-321,34,8,35,20.15478498,1,0,23000000
13203-327,23,9,70,20.15478498,1,0,55000000
13203-330,34,3,15,20.15478498,0,0,8000000
13203-331,16,6,75,20.15478498,0,0,47000000
13203-338,42,7,45,20.15478498,1,0,32000000
13203-339,46,7,55,20.15478498,0,0,23000000
13203-340,24,11,65,20.15478498,0,0,43000000
13203-344,34,6,20,20.15478498,0,0,12000000
13203-350,33,11,55,20.15478498,1,0,30000000
13203-351,34,3,15,20.15478498,0,0,8000000
13203-352,42,7,60,20.15478498,0,0,32000000
13203-356,24,8,75,20.15478498,0,0,51000000
13203-357,15,4,55,20.15478498,1,0,48000000
13203-359,41,5,65,20.15478498,1,0,37000000
13203-360,49,6,65,17.02754961,0,0,54000000
13203-361,6,10,70,17.02754961,0,0,90000000
13203-362,7,16,70,17.02754961,0,0,77000000
13203-365,49,8,70,17.02754961,1,0,72000000
13203-366,6,10,70,17.02754961,0,0,74000000
13203-368,51,6,50,17.02754961,1,0,33000000
13203-370,51,6,70,17.02754961,1,0,54000000
13203-371,12,5,30,17.02754961,1,0,41000000
13203-372,48,8,45,17.02754961,0,0,33000000
13203-376,22,6,55,17.02754961,0,0,57000000
13203-377,48,8,80,17.02754961,1,0,68000000
13203-378,6,10,70,17.02754961,0,0,82000000
13203-383,11,10,75,18.72812462,0,1,72000000
13203-386,17,14,65,21.95318781,0,0,38000000
13203-396,19,10,70,20.15478498,1,0,43000000
13203-397,29,3,55,20.15478498,0,0,41000000
13203-404,35,4,30,20.15478498,0,0,7500000
13203-405,30,8,50,20.15478498,0,0,26000000
13203-409,32,6,20,20.15478498,0,0,7500000
13203-417,15,11,75,20.15478498,0,0,55000000
13203-419,22,1,30,20.15478498,0,0,17000000
13203-424,10,10,75,20.15478498,0,0,60000000
13203-427,30,5,50,20.15478498,0,0,24000000
13203-428,29,5,35,20.15478498,0,0,23000000
13203-429,10,10,80,20.15478498,0,0,60000000
13203-431,13,14,65,20.15478498,0,0,35000000
13203-432,25,2,40,20.15478498,0,0,25000000
13203-434,10,8,70,20.15478498,0,0,42000000
13203-437,6,2,65,20.15478498,0,0,73000000
13203-443,13,14,65,20.15478498,0,0,36000000
13203-446,7,19,75,21.95318781,0,0,47000000
13203-453,11,16,75,21.95318781,0,0,47000000
13203-454,11,16,75,21.95318781,0,0,47000000
13203-458,7,13,75,21.95318781,0,0,51000000
13203-460,70,19,80,21.95318781,0,0,51000000
13203-463,11,16,80,21.95318781,0,0,47000000
13203-469,6,20,70,20.15478498,0,0,53000000
13203-470,7,21,85,20.15478498,0,0,49000000
13203-474,7,21,75,20.15478498,0,0,45000000
13203-476,7,23,70,20.15478498,0,0,40000000
13203-495,31,19,50,18.72812462,0,1,21000000
13203-496,33,15,70,18.72812462,1,1,37000000
13203-497,11,26,20,18.72812462,0,1,9900000
13203-498,27,16,25,18.72812462,0,1,9000000
13203-505,7,25,65,18.72812462,0,1,46000000
13203-506,32,19,40,18.72812462,0,1,14000000
13203-517,13,14,95,18.72812462,0,1,48000000
13203-521,10,29,20,20.15478498,0,0,11000000
13203-527,14,16,15,20.15478498,0,0,8700000
13203-532,14,16,20,20.15478498,0,0,8400000
13203-534,50,13,55,20.15478498,1,0,24000000
13203-535,14,17,15,20.15478498,0,0,17000000
13203-544,28,14,15,18.72812462,0,1,11000000
13203-546,9,3,60,18.72812462,0,1,72000000
13203-547,51,13,40,18.72812462,0,1,22000000
13203-548,9,3,60,18.72812462,0,1,70000000
13203-551,4,7,70,18.72812462,1,1,72000000
13203-552,12,12,60,18.72812462,0,1,48000000
13203-553,49,9,30,18.72812462,0,1,21000000
13203-554,7,7,30,18.72812462,0,1,26000000
13203-555,12,12,40,18.72812462,0,1,28000000
13203-556,21,6,100,18.72812462,0,1,92000000
13203-557,21,6,95,18.72812462,0,1,70000000
13203-558,9,2,70,18.72812462,0,1,79000000
13203-562,9,3,80,18.72812462,0,1,90000000
13203-564,21,5,95,18.72812462,0,1,89000000
13203-565,9,2,60,18.72812462,0,1,69000000
13203-566,49,9,30,18.72812462,1,1,18000000
13203-569,53,13,45,18.72812462,0,1,25000000
13203-570,51,11,40,18.72812462,0,1,13000000
13203-572,7,7,35,18.72812462,0,1,30000000
13203-576,9,3,90,18.72812462,0,1,100000000
13203-577,21,3,65,18.72812462,0,1,50000000
13203-578,9,2,95,18.72812462,0,1,120000000
13203-582,9,2,60,18.72812462,1,1,70000000
13203-583,9,3,80,18.72812462,0,1,90000000
13203-584,9,2,60,18.72812462,0,1,70000000
13203-585,28,17,20,18.72812462,1,1,7000000
13203-586,12,2,25,18.72812462,0,1,21000000
13203-587,53,13,45,18.72812462,0,1,16000000
13203-589,9,3,60,18.72812462,0,1,71000000
13203-590,21,4,55,18.72812462,0,1,38000000
13203-591,53,13,45,18.72812462,0,1,13000000
13203-592,53,13,45,18.72812462,0,1,13000000
13203-593,35,4,15,18.72812462,0,1,15000000
13203-595,35,4,15,18.72812462,0,1,9800000
13203-596,28,14,20,18.72812462,1,1,7300000
13203-597,40,14,90,18.72812462,1,1,50000000
13203-598,14,2,70,18.72812462,0,1,68000000
13203-599,9,3,85,18.72812462,0,1,100000000
13203-602,9,15,55,18.72812462,0,1,72000000
13203-603,40,15,80,18.72812462,1,1,49000000
13203-604,9,3,90,18.72812462,0,1,130000000
13203-605,33,13,10,18.72812462,0,1,3000000
13203-606,51,11,35,18.72812462,0,1,9500000
13203-608,35,11,15,18.72812462,1,1,7000000
13203-609,22,6,65,18.72812462,0,1,55000000
13203-610,15,12,65,18.72812462,0,1,63000000
13203-611,9,2,95,18.72812462,0,1,130000000
13203-613,9,3,35,18.72812462,1,1,36000000
13203-614,15,11,60,18.72812462,1,1,55000000
13203-615,23,5,30,18.72812462,0,1,14000000
13203-620,15,11,45,18.72812462,0,1,42000000
13203-621,15,11,45,18.72812462,1,1,42000000
13203-622,9,2,85,18.72812462,0,1,120000000
13203-623,12,2,65,18.72812462,0,1,65000000
13203-624,28,14,15,18.72812462,1,1,7800000
13203-625,9,3,60,18.72812462,0,1,74000000
13203-626,6,6,60,18.72812462,0,1,52000000
13203-627,22,6,60,18.72812462,0,1,43000000
13203-633,12,2,35,18.72812462,0,1,39000000
13203-634,53,13,30,18.72812462,1,1,9500000
13203-635,9,3,60,18.72812462,0,1,73000000
13203-636,37,14,55,18.72812462,1,1,45000000
13203-637,9,2,70,18.72812462,0,1,85000000
13203-641,22,9,65,18.72812462,0,1,43000000
13203-642,35,11,25,18.72812462,0,1,10000000
13203-646,5,14,65,18.72812462,0,1,50000000
13203-647,5,13,70,18.72812462,0,1,64000000
13203-648,5,14,70,18.72812462,1,1,61000000
13203-650,3,12,60,18.72812462,0,1,49000000
13203-651,50,13,60,18.72812462,0,1,25000000
13203-659,29,14,25,18.72812462,1,1,9700000
13203-660,29,13,15,18.72812462,1,1,8800000
13203-661,35,11,20,18.72812462,1,1,8000000
13203-666,34,13,65,18.72812462,0,1,39000000
13203-671,34,13,55,18.72812462,0,1,33000000
13203-672,5,14,75,18.72812462,0,1,75000000
13203-679,29,12,20,18.72812462,0,1,6300000
13203-680,3,6,70,18.72812462,0,1,85000000
13203-681,3,5,65,18.72812462,0,1,78000000
13203-682,29,12,15,18.72812462,1,1,7900000
13203-688,24,19,50,18.72812462,0,1,29000000
13203-689,14,12,20,18.72812462,0,1,19000000
13203-690,23,17,55,18.72812462,0,1,28000000
13203-691,34,11,40,18.72812462,1,1,32000000
13203-692,3,6,65,18.72812462,0,1,76000000
13203-697,35,10,65,18.72812462,0,1,48000000
13203-698,19,15,55,18.72812462,1,1,40000000
13203-699,24,5,50,18.72812462,0,1,27000000
13203-704,6,18,65,18.72812462,0,1,61000000
13203-705,35,10,30,18.72812462,0,1,11000000
13203-709,14,12,15,18.72812462,0,1,19000000
13203-710,34,10,40,18.72812462,0,1,19000000
13203-712,15,23,75,18.72812462,0,1,51000000
13203-713,48,20,65,18.72812462,0,1,24000000
13203-714,15,23,80,18.72812462,0,1,54000000
13203-715,15,23,75,18.72812462,0,1,56000000
13203-722,18,20,75,18.72812462,1,1,52000000
13203-723,15,24,95,18.72812462,1,1,80000000
13203-725,21,15,70,18.72812462,1,1,55000000
13203-726,11,19,35,18.72812462,0,1,25000000
13203-727,15,23,75,18.72812462,0,1,52000000
13203-729,7,25,65,18.72812462,0,1,44000000
13204-15,18,21,80,20.15478498,0,0,39000000
13204-16,15,13,75,20.15478498,1,0,45000000
13204-26,15,20,85,20.15478498,1,0,39000000
13204-27,15,13,75,20.15478498,0,0,52000000
13204-33,45,17,65,20.15478498,0,0,15000000
13204-34,8,20,75,20.15478498,0,0,49000000
13204-35,12,19,55,20.15478498,0,0,27000000
13204-44,17,25,40,20.15478498,0,0,27000000
13204-48,15,13,75,20.15478498,1,0,48000000
13204-59,18,25,80,20.15478498,0,0,35000000
13204-60,15,13,75,20.15478498,0,0,45000000
13204-70,45,17,70,20.15478498,0,0,20000000
13204-76,13,20,70,20.15478498,0,0,41000000
13204-77,18,25,25,20.15478498,0,0,31000000
13204-78,15,13,75,20.15478498,0,0,39000000
13204-84,10,26,60,20.15478498,0,0,18000000
13204-92,15,14,70,20.15478498,0,0,41000000
13204-93,24,14,55,20.15478498,1,0,30000000
13204-272,6,11,60,18.72812462,0,1,46000000
13204-280,20,8,55,18.72812462,1,1,51000000
13204-281,17,10,40,18.72812462,0,1,50000000
13204-296,14,28,65,18.72812462,1,1,39000000
13204-297,5,6,70,18.72812462,0,1,67000000
13204-302,9,12,70,18.72812462,0,1,66000000
13204-307,5,6,55,18.72812462,0,1,55000000
13204-308,20,7,55,18.72812462,0,1,40000000
13204-318,32,28,40,18.72812462,1,1,15000000
13204-319,26,26,45,18.72812462,0,1,28000000
13204-321,18,9,70,18.72812462,0,1,53000000
13204-322,22,10,65,18.72812462,0,1,39000000
13204-323,32,28,40,18.72812462,0,1,11000000
13204-324,11,4,70,18.72812462,0,1,62000000
13204-335,11,4,30,18.72812462,1,1,28000000
13204-358,21,9,55,18.72812462,0,1,42000000
13204-359,32,13,15,18.72812462,0,1,9500000
13204-360,14,25,70,18.72812462,0,1,48000000
13204-372,18,9,60,18.72812462,1,1,55000000
13204-374,6,29,60,18.72812462,0,1,3900000
13204-433,13,25,70,17.02754961,0,0,45000000
13204-435,23,21,20,17.02754961,1,0,14000000
13204-436,13,25,70,17.02754961,0,0,46000000
13204-442,15,30,70,17.02754961,0,0,38000000
13204-449,32,6,15,18.72812462,0,1,11000000
13204-450,14,29,70,18.72812462,0,1,46000000
13204-453,25,10,15,18.72812462,0,1,15000000
13204-454,19,6,55,18.72812462,1,1,49000000
13204-456,22,16,55,18.72812462,0,1,30000000
13204-457,33,10,30,18.72812462,0,1,14000000
13204-460,12,30,75,18.72812462,0,1,49000000
13204-461,32,6,15,18.72812462,1,1,9200000
13204-462,6,30,70,18.72812462,0,1,45000000
13204-463,6,4,30,18.72812462,0,1,34000000
13204-464,32,6,15,18.72812462,0,1,15000000
13204-465,9,25,40,18.72812462,0,1,26000000
13204-466,20,5,65,18.72812462,0,1,62000000
13204-467,12,24,70,18.72812462,0,1,42000000
13204-468,25,10,15,18.72812462,0,1,7800000
13204-469,23,25,75,18.72812462,0,1,40000000
13204-470,25,10,20,18.72812462,0,1,13000000
13204-471,20,6,70,18.72812462,1,1,55000000
13204-472,23,24,55,18.72812462,1,1,28000000
13204-473,28,4,15,18.72812462,0,1,12000000
13204-481,8,15,80,18.72812462,0,1,59000000
13204-482,35,18,20,18.72812462,0,1,8000000
13204-483,25,5,40,18.72812462,0,1,25000000
13204-484,12,24,70,18.72812462,0,1,42000000
13204-485,28,8,45,18.72812462,1,1,42000000
13204-491,14,22,85,18.72812462,0,1,52000000
13204-493,4,9,70,18.72812462,0,1,74000000
13204-494,47,9,85,18.72812462,1,1,46000000
13204-495,23,12,55,18.72812462,0,1,39000000
13204-496,28,8,45,18.72812462,1,1,46000000
13204-497,34,16,35,18.72812462,1,1,24000000
13204-498,17,30,80,18.72812462,1,1,55000000
13204-499,23,20,65,18.72812462,0,1,37000000
13204-500,16,16,65,18.72812462,1,1,42000000
13204-501,27,20,80,18.72812462,0,1,30000000
13204-505,14,5,30,18.72812462,0,1,28000000
13204-507,18,29,55,18.72812462,0,1,28000000
13204-508,14,29,75,18.72812462,0,1,41000000
13204-509,23,20,65,18.72812462,0,1,34000000
13204-510,28,18,25,18.72812462,0,1,8000000
13204-511,42,9,45,18.72812462,1,1,24000000
13204-512,32,6,15,18.72812462,0,1,9200000
13204-513,47,9,65,18.72812462,0,1,34000000
13204-514,8,21,60,18.72812462,0,1,39000000
13204-515,14,19,70,18.72812462,0,1,49000000
13204-517,16,5,65,18.72812462,0,1,63000000
13204-518,34,16,35,18.72812462,0,1,16000000
13204-519,14,29,80,18.72812462,0,1,44000000
13204-520,32,8,55,18.72812462,0,1,30000000
13204-523,10,6,70,18.72812462,0,1,60000000
13204-525,17,30,65,18.72812462,1,1,50000000
13204-527,17,30,80,18.72812462,0,1,42000000
13204-528,21,14,60,18.72812462,0,1,35000000
13204-529,17,4,30,18.72812462,0,1,26000000
13204-530,23,24,55,18.72812462,0,1,28000000
13204-531,15,29,70,18.72812462,0,1,42000000
13204-541,24,11,55,18.72812462,1,1,47000000
13204-544,17,30,65,18.72812462,0,1,37000000
13204-546,8,21,65,18.72812462,0,1,39000000
13204-547,21,17,60,18.72812462,0,1,39000000
13204-548,28,4,15,18.72812462,0,1,11000000
13204-549,20,24,70,18.72812462,0,1,41000000
13204-550,20,4,60,18.72812462,0,1,50000000
13204-551,21,14,65,18.72812462,0,1,37000000
13204-552,8,20,55,18.72812462,0,1,31000000
13204-557,12,30,80,18.72812462,0,1,49000000
13204-558,28,8,45,18.72812462,1,1,40000000
13204-559,28,8,60,18.72812462,1,1,53000000
13204-560,32,6,15,18.72812462,1,1,12000000
13204-561,29,7,25,18.72812462,0,1,8000000
13204-562,23,25,70,18.72812462,1,1,40000000
13204-569,10,6,70,18.72812462,0,1,52000000
13204-570,15,28,60,18.72812462,0,1,33000000
13204-571,25,10,15,18.72812462,0,1,9000000
13204-572,6,4,30,18.72812462,0,1,33000000
13204-573,4,9,70,18.72812462,0,1,88000000
13204-574,35,19,20,18.72812462,0,1,6200000
13204-575,34,4,10,18.72812462,0,1,6200000
13204-577,15,8,70,18.72812462,1,1,60000000
13204-578,12,30,80,18.72812462,1,1,52000000
13204-579,28,8,45,18.72812462,1,1,40000000
13204-582,8,15,65,18.72812462,0,1,51000000
13204-583,14,29,75,18.72812462,0,1,48000000
13204-585,20,5,50,18.72812462,0,1,47000000
13204-586,23,23,55,18.72812462,1,1,34000000
13204-587,12,24,70,18.72812462,0,1,45000000
13204-588,25,10,15,18.72812462,0,1,11000000
13204-589,15,16,55,18.72812462,0,1,34000000
13204-590,23,24,55,18.72812462,1,1,35000000
13204-591,32,6,15,18.72812462,0,1,13000000
13204-592,33,10,15,18.72812462,0,1,8400000
13204-593,47,9,60,18.72812462,0,1,16000000
13204-594,16,16,65,18.72812462,0,1,39000000
13204-595,16,16,60,18.72812462,0,1,42000000
13204-596,17,30,70,18.72812462,1,1,50000000
13204-597,14,2,45,18.72812462,0,1,39000000
13204-598,8,21,60,18.72812462,0,1,38000000
13204-599,28,8,50,18.72812462,0,1,40000000
13204-603,21,15,55,18.72812462,0,1,43000000
13204-604,28,4,15,18.72812462,0,1,9500000
13204-605,40,24,60,18.72812462,0,1,27000000
13204-606,20,24,70,18.72812462,0,1,32000000
13204-607,14,23,65,18.72812462,0,1,42000000
13204-610,47,9,65,18.72812462,0,1,26000000
13204-612,32,6,15,18.72812462,0,1,12000000
13204-613,47,10,60,18.72812462,0,1,30000000
13204-614,14,23,85,18.72812462,1,1,50000000
13204-615,25,11,50,18.72812462,0,1,35000000
13204-616,12,24,70,18.72812462,0,1,46000000
13204-617,29,16,50,18.72812462,0,1,28000000
13204-627,14,25,60,18.72812462,0,1,35000000
13204-628,12,24,70,18.72812462,0,1,43000000
13204-630,42,9,50,18.72812462,1,1,33000000
13204-631,12,30,75,18.72812462,1,1,49000000
13204-632,13,24,65,18.72812462,0,1,40000000
13204-634,14,22,60,18.72812462,1,1,44000000
13204-635,17,30,70,18.72812462,0,1,46000000
13204-637,4,3,65,18.72812462,0,1,79000000
13204-638,30,25,40,18.72812462,1,1,8000000
13204-640,22,18,60,18.72812462,0,1,40000000
13204-641,14,22,85,18.72812462,0,1,41000000
13204-643,21,15,55,18.72812462,0,1,39000000
13204-644,28,8,45,18.72812462,1,1,40000000
13204-645,28,8,55,18.72812462,1,1,49000000
13204-647,30,30,15,17.02754961,0,0,5000000
13204-651,23,30,55,17.02754961,0,0,33000000
13204-691,22,30,55,18.72812462,1,1,28000000
13204-692,22,30,55,18.72812462,1,1,28000000
13204-697,23,29,75,18.72812462,1,1,44000000
13204-728,18,20,75,20.15478498,0,0,39000000
13204-746,14,20,75,20.15478498,0,0,38000000
13204-863,20,28,55,20.15478498,0,0,28000000
13204-869,20,28,60,20.15478498,0,0,33000000
13204-870,20,28,60,20.15478498,1,0,34000000
13204-881,20,29,55,20.15478498,0,0,26000000
13204-883,20,28,60,20.15478498,0,0,26000000
13204-899,5,28,75,17.02754961,1,0,54000000
13204-900,5,28,65,17.02754961,0,0,44000000
13204-904,21,30,75,17.02754961,0,0,38000000
13204-905,21,30,60,17.02754961,0,0,29000000
13204-906,21,30,70,17.02754961,0,0,35000000
13210-6,33,5,35,21.95318781,1,0,17000000
13210-41,14,8,55,21.95318781,0,0,32000000
13210-54,3,14,50,23.60463644,0,0,34000000
13210-58,8,13,70,23.60463644,0,0,49000000
13210-60,3,14,70,23.60463644,0,0,51000000
13210-71,21,13,70,23.60463644,1,0,46000000
13210-72,3,14,70,23.60463644,0,0,53000000
13210-73,3,14,70,23.60463644,0,0,52000000
13210-85,3,14,55,23.60463644,0,0,38000000
13210-92,19,9,65,21.95318781,0,0,35000000
13210-101,25,11,75,21.95318781,0,0,36000000
13210-103,25,11,80,21.95318781,1,0,43000000
13210-104,25,14,75,21.95318781,0,0,35000000
13210-110,42,12,65,23.60463644,0,0,21000000
13210-111,35,4,15,23.60463644,0,0,11000000
13210-112,12,9,20,23.60463644,0,0,16000000
13210-115,35,4,15,23.60463644,0,0,6500000
13210-116,21,5,65,23.60463644,0,0,34000000
13210-117,12,9,20,23.60463644,0,0,14000000
13210-132,12,9,20,23.60463644,0,0,18000000
13210-138,12,9,20,23.60463644,0,0,16000000
13210-142,15,7,75,23.60463644,1,0,45000000
13210-147,18,10,65,23.60463644,0,0,36000000
13210-152,33,7,15,23.60463644,0,0,5200000
13210-153,33,7,15,23.60463644,0,0,5300000
13210-155,17,18,60,23.60463644,1,0,40000000
13210-159,17,18,80,23.60463644,1,0,37000000
13210-161,12,9,20,23.60463644,0,0,19000000
13210-162,25,8,15,23.60463644,0,0,6900000
13210-163,35,4,55,23.60463644,0,0,23000000
13210-166,42,13,50,23.60463644,0,0,14000000
13210-167,17,18,70,23.60463644,0,0,28000000
13210-168,35,19,55,25.95603852,0,1,24000000
13210-171,24,14,80,25.95603852,1,1,40000000
13210-190,11,23,75,23.60463644,0,0,35000000
13210-191,17,11,70,23.60463644,0,0,32000000
13210-199,24,24,65,23.60463644,0,0,32000000
13210-232,11,23,70,23.60463644,0,0,34000000
13210-239,11,23,75,23.60463644,0,0,33000000
13210-246,18,20,70,23.60463644,0,0,26000000
13210-266,13,14,55,23.60463644,0,0,33000000
13210-267,33,15,55,23.60463644,1,0,24000000
13210-268,19,21,60,23.60463644,1,0,24000000
13210-281,13,20,65,23.60463644,0,0,27000000
13210-282,13,20,65,23.60463644,0,0,34000000
13210-283,18,20,70,23.60463644,0,0,30000000
13210-284,24,18,75,23.60463644,0,0,23000000
13210-288,19,21,60,23.60463644,1,0,33000000
13210-296,6,14,60,23.60463644,0,0,34000000
13210-297,13,14,65,23.60463644,0,0,33000000
13210-300,19,18,60,23.60463644,0,0,27000000
13210-301,19,21,65,23.60463644,0,0,26000000
13210-303,13,14,55,23.60463644,1,0,34000000
13210-304,16,19,85,23.60463644,1,0,40000000
13210-309,13,14,65,23.60463644,0,0,34000000
13210-310,18,20,70,23.60463644,0,0,29000000
13210-314,26,14,50,23.60463644,0,0,7000000
13210-325,13,14,75,23.60463644,0,0,38000000
13210-326,13,14,60,23.60463644,0,0,34000000
13210-331,19,21,70,23.60463644,0,0,32000000
13210-404,33,11,55,21.95318781,1,0,27000000
13210-428,33,11,50,21.95318781,1,0,27000000
13210-441,18,13,55,21.95318781,0,0,26000000
13210-448,20,3,65,23.60463644,1,0,49000000
13210-449,10,1,50,23.60463644,0,0,47000000
13210-450,8,4,50,23.60463644,0,0,32000000
13210-451,31,4,25,23.60463644,0,0,12000000
13210-452,17,7,70,23.60463644,1,0,50000000
13210-453,23,5,70,23.60463644,0,0,42000000
13210-454,10,1,60,23.60463644,0,0,55000000
13210-460,45,5,30,23.60463644,1,0,13000000
