id,bukkenName,years,minutes,sqrm,distance,renovate,express,price,rooms,station,floar,windowFacing,address,prg-bukkenNameAnchor href,prg-lazy src,photo-https,displayContainer href,displayPic -https,raSpecRow,relatedKeywordsData,relatedKeywordsData 2,relatedKeywordsData 3,relatedKeywordsData 4,textFeatureComment,relatedKeywordsData 5,緯度,経度
192,国立ダイカンプラザ,35,3,41.3,29.00351351,1,0,2290,1LDK,国立,3,西,東京都国立市東1丁目,https://www.homes.co.jp/mansion/b-1261160000902/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffje72rpepgxvwpn.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffje72rpepgxvwpn.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1261160000902/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fgo2w2rpepgxvwpl.jpg,30,リノベーション・リフォーム,オートロック,エレベーター,スーパー800m以内,・国立駅から徒歩3分の好立地 ・窓多く開放感のある室内 ・レンガタイル貼りの重厚感ある外観,角部屋,35.697777,139.449249
193,ユニオンパレス吉祥寺北弐番館,25,23,78.48,17.02754961,1,0,3,3LDK,吉祥寺,5,南,東京都練馬区立野町15-38,https://www.homes.co.jp/mansion/b-1394700003703/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ff36x2ru547ov2im.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ff36x2ru547ov2im.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1281200002742/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9rb02rq4a3fuqzi.jpg,29,駐車場あり,オートロック,エレベーター,角部屋,中央線「吉祥寺」と新宿線「武蔵関」2路線利用可能東南角部屋で陽当良好スカイツリー望む爽快な眺望,駐車場あり,35.718815,139.582245
194,トーカンマンション三鷹,39,12,63.3,18.72812462,1,1,3580,1SLDK,三鷹,4,東,東京都三鷹市下連雀4丁目17-3,https://www.homes.co.jp/mansion/b-1394440000362/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl2592ru4s9oxocc.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl2592ru4s9oxocc.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1394440000362/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fe1562ru4s9oxobt.jpg,30,リノベーション・リフォーム,エレベーター,スーパー800m以内,,～三鷹駅まで10分の好立地マンション～ 駅から中央通りを真っすぐな立地で、生活を豊かに。,,35.693726,139.560974
195,東京アムフラット,19,8,60.07,0,1,1,6980,2LDK,東京,2,南西,東京都中央区日本橋兜町19-7,https://www.homes.co.jp/mansion/b-1210590000407/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsbgc2rnm6bemhod.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsbgc2rnm6bemhod.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1210590000407/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fj7lv2rnm6bemhof.jpg,20,ペット相談可,オートロック,エレベーター,角部屋,～「東京」駅まで歩いて8分。「日本橋」が生活圏～2LDK・南、東、北への三方角部屋,,35.67878,139.776016
196,ライオンズマンション西荻窪第2,39,14,35.57,15.29485589,1,0,2280,1DK,西荻窪,8,南西,東京都杉並区上荻4丁目,https://www.homes.co.jp/mansion/b-1402400002402/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fon1f2ruexy2wklm.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fon1f2ruexy2wklm.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1402400002402/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Focbl2ruexy2wkll.jpg,15,リノベーション・リフォーム,オートロック,角部屋,,～本日の見学可能～新規内装リノベーション済みの綺麗な物件,,35.710091,139.604568
197,ライオンズマンション西荻窪第2,38,14,35.57,15.29485589,1,0,2280,1DK,西荻窪,8,北,東京都杉並区上荻4丁目,https://www.homes.co.jp/mansion/b-1222410002479/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftwzl2ro19bj12ll.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftwzl2ro19bj12ll.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1222410002479/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fxlln2ro19bj12l9.jpg,16,リノベーション・リフォーム,オートロック,エレベーター,スーパー800m以内,角部屋8階3方角部屋で、通風・眺望良好なお部屋新耐震基準マンションオートロック付き,角部屋,35.710091,139.604568
198,コスモ国立,24,4,88.99,29.00351351,1,0,4999,4LDK,国立,4,南西,東京都国立市東1丁目,https://www.homes.co.jp/mansion/b-1040330009780/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhepw2rhkwoidpw2.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhepw2rhkwoidpw2.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1040330009780/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1xen2rhkwoidpw5.jpg,25,駐車場あり,オートロック,エレベーター,角部屋,「国立」駅徒歩4分のリノベーション住戸/2面のワイドバルコニー/角部屋,,35.697777,139.449249
199,プロスペアー中野,38,3,52.36,9.492733962,1,1,3980,2LDK,中野,10,南西,東京都中野区中野2丁目28-1,https://www.homes.co.jp/mansion/b-39042680003132/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fmgat3swngjdtpip.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fmgat3swngjdtpip.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-39042680003132/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fjvbu3swngjdtpir.jpg,30,エレベーター,スーパー800m以内,角部屋,,当社売主物件です,,35.703041,139.665817
200,西国分寺史跡通り住宅5号棟,37,6,75.6,27.2642905,1,0,3180,3LDK,西国分寺,1,西,東京都国寺市泉町3丁目,https://www.homes.co.jp/mansion/b-1409480000126/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ferfe2runz73ota1.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ferfe2runz73ota1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1409480000126/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz6zf2runz73ota2.jpg,12,駐車場あり,大規模マンション,,,平成31年2月内装リフォーム済み 水回り新規交換 南向きのためヒ陽当たり良好 当日内覧可能,,35.710812,139.46228
201,リノア武蔵野,31,16,83.09,18.72812462,1,1,2,3LDK,三鷹,2,南東,東京都武蔵野市関前2丁目,https://www.homes.co.jp/mansion/b-1040690000534/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fk66h2rhld7vau8x.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fk66h2rhld7vau8x.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1040690000534/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fqfoo2rhld7vau8p.jpg,11,リノベーション・リフォーム,ペット相談可,オートロック,スーパー800m以内,全てのお部屋が広々８３平米。全居室ゆとりある空間かつ納戸付きで収納も充実。,角部屋,35.711044,139.551147
202,セボンソレアード西荻窪,16,10,90.07,15.29485589,1,0,5780,3LDK,西荻窪,1,南,東京都杉並区上荻4丁目,https://www.homes.co.jp/mansion/b-1169130018677/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F91ex2rm59o6cxbp.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F91ex2rm59o6cxbp.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1169130018677/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwodl2rm59o6cxbs.jpg,30,ペット相談可,駐車場あり,,,,,35.710091,139.604568
203,サンパレス武蔵野,26,3,73.8,20.15478498,1,0,5480,3LDK,武蔵境,9,南,東京都武蔵野市境1丁目,https://www.homes.co.jp/mansion/b-1317300000384/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fowxa2rreci8i876.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fowxa2rreci8i876.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1317300000384/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fnfi02rreci8i877.jpg,22,リノベーション・リフォーム,エレベーター,スーパー800m以内,角部屋,新発売 平成7年築 内装リフォーム済み資料作成中ですが、お問合せ多数頂いています,,35.704044,139.547165
204,朝日シティパリオ三鷹,26,11,62.41,18.72812462,1,1,5480,3LDK,三鷹,6,西,東京都三鷹市下連雀4丁目1-30,https://www.homes.co.jp/mansion/b-1090830002928/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F7spr2rjdcm9l3gj.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F7spr2rjdcm9l3gj.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1090830002928/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fljy22rjdcm9l3gh.jpg,17,リノベーション・リフォーム,エレベーター,最上階,スーパー800m以内,当社売主。本日ご内覧できます。6階建最上階の陽当りと眺望の良い3LDK。,,35.695374,139.565186
205,中野プリンスマンション,36,6,48.66,9.492733962,1,1,3580,1SLDK,中野,8,東,東京都中野区中野5丁目,https://www.homes.co.jp/mansion/b-1261160000894/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4uxs2rpepgxvw3f.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F4uxs2rpepgxvw3f.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1261160000894/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fm9ew2rpepgxvw3d.jpg,30,リノベーション・リフォーム,エレベーター,スーパー800m以内,角部屋,・8階角部屋につき採光・眺望ともに良好 ・3路線利用可なので生活至便 ・内装リフォーム実施済み,,35.707859,139.66893
206,ハイネス西荻窪,40,13,38.31,15.29485589,1,0,2,1LDK,西荻窪,5,南東,東京都杉並区上荻4丁目,https://www.homes.co.jp/mansion/b-1370140003008/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fu2ny2rt9rxxu0hv.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fu2ny2rt9rxxu0hv.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1370140003008/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fv9rq2rt9rxxu0ht.jpg,18,リノベーション・リフォーム,オートロック,エレベーター,スーパー800m以内,西荻窪駅からまっすぐ歩くと到着。駅周辺は飲食店が多く、お気に入りのお店がきっと見つかります。,角部屋,35.710091,139.604568
207,Dクラウディア三鷹 北棟,19,11,75.61,18.72812462,1,1,2,3LDK,三鷹,2,南,東京都三鷹市上連雀4丁目13-2,https://www.homes.co.jp/mansion/b-1394440000360/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fj1l22ru4s9oxo6s.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fj1l22ru4s9oxo6s.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1394440000360/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fy5i52ru4s9oxo69.jpg,30,リノベーション・リフォーム,ペット相談可,駐車場あり,エレベーター,駅徒歩11分の利便性、南向きで陽当り良し ペットも可能なマンションで素敵な生活をスタートしませんか。,スーパー800m以内,35.696312,139.557541
208,タウンハイツ三鷹,34,5,58.54,18.72812462,1,1,2,3LDK,三鷹,4,南,東京都三鷹市下連雀3丁目37-5,https://www.homes.co.jp/mansion/b-1385500002648/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F183n2rttdkkjxwi.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F183n2rttdkkjxwi.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-39050830004607/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fq7ca3swxuxzvc0u.jpg,8,スーパー800m以内,エレベーター,角部屋,,リフォーム済のため、即入居可能 南西角住戸 食洗機・浴室乾燥機完備 JR中央線「三鷹」駅徒歩3分,,35.700287,139.560043
209,レクセル阿佐ヶ谷,13,6,71.26,12.12192561,1,0,7680,3LDK,阿佐ヶ谷,3,南西,東京都杉並区阿佐谷北1丁目18-3,https://www.homes.co.jp/mansion/b-1090830002923/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fr60v2rjdcm9l32n.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fr60v2rjdcm9l32n.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1090830002923/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Flhn82rjdcm9l32l.jpg,15,リノベーション・リフォーム,ペット相談可,オートロック,エレベーター,当社売主。本日ご内覧出来ます。南西向き、角部屋の3LDK、WICあり。ペット飼育可、床暖房付きです。,最上階,35.708363,139.637863
210,サンパークマンション千代田,38,4,36.45,2.983801459,1,0,3380,1LDK,飯田橋,4,南西,東京都千代田区飯田橋2丁目9-4,https://www.homes.co.jp/mansion/b-1252500000140/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fc0zl2rp3nmvstdd.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fc0zl2rp3nmvstdd.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1252500000140/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F0mh92rp3nmvstdf.jpg,8,リノベーション・リフォーム,エレベーター,,,2014年にハイグレードなフルリノベーション。天高約２.６ｍ。浴室１４１８サイズ、窓付き。,,35.699993,139.748642
211,Brillia西荻窪,8,9,72.95,15.29485589,1,0,6980,2SLDK,西荻窪,6,東,東京都杉並区西荻南2丁目,https://www.homes.co.jp/mansion/b-1139660011961/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Froz02rl3nu68y11.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Froz02rl3nu68y11.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1139660011961/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftgae2rl3nu68y13.jpg,30,ペット相談可,エレベーター,スーパー800m以内,,LDK19帖の2LDK。納戸やトランクルーム、WIC、SIC付。食洗機、浴室乾燥機、床暖房付。ペット可。,,35.699753,139.599899
212,中古マンション　サンパーク立川,38,9,48.38,31.92562844,1,1,2490,3DK,立川,3,東,東京都立川市高松町3丁目,https://www.homes.co.jp/mansion/b-1365310000881/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fehjb2rt3m1zz76u.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fehjb2rt3m1zz76u.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1365310000881/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fdo5v2rt3m1zz76t.jpg,5,角部屋,,,,月々6万円台からのマイホーム立川市でお家を買うなら全国630店舗展開中のハウスドゥ立川北店へ,,35.703224,139.416992
213,ライオンズマンション中野第2,37,9,64.77,9.492733962,1,1,4580,2LDK,中野,3,南,東京都中野区中野1丁目,https://www.homes.co.jp/mansion/b-1392920000134/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fczbq2ru2ufw1o4a.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fczbq2ru2ufw1o4a.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1392920000134/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Futi22ru2ufw1o4d.jpg,14,オートロック,エレベーター,角部屋,,南・西の角住戸・内装リフォーム済,,35.703438,139.675018
214,ベルシャトゥ立川,22,5,77.34,31.92562844,1,1,4780,3LDK,立川,13,東,東京都立川市曙町2丁目,https://www.homes.co.jp/mansion/b-1009480090969/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhsjn2rghjgdv7wn.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhsjn2rghjgdv7wn.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1009480090969/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fj8ut2rghjgdv7wm.jpg,21,エレベーター,,,,通勤通学に便利な駅徒歩5分の好立地 ウォークインクローゼット等収納充実,,35.700542,139.415649
215,フェニックスマンション阿佐谷第2,26,9,18.6,12.12192561,1,0,1490,ワンルーム,阿佐ヶ谷,3,東,東京都杉並区阿佐谷北4丁目,https://www.homes.co.jp/mansion/b-1393540000040/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8e3v2ru3mx98n1e.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8e3v2ru3mx98n1e.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1393540000040/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F2z6h2ru3mx98n1d.jpg,11,,,,,オーナーチェンジ物件 1995年2月築,,35.711918,139.636459
216,ミリオンコート新宿,30,8,26.49,7.768447716,1,0,1780,1DK,東中野,3,西,東京都新宿区北新宿4丁目22-3,https://www.homes.co.jp/mansion/b-1310050000403/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftic82rr53g285f1.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftic82rr53g285f1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1310050000403/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fe5nh2rr53g285f3.jpg,5,,,,,,,35.707775,139.691833
217,ヒルズ国立　1204,19,2,85.5,29.00351351,1,0,5980,2LDK,国立,12,東,東京都国立市東1丁目,https://www.homes.co.jp/mansion/b-9500055929/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fdymz2qh1h08gax2.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fdymz2qh1h08gax2.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-9500055929/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fflo12qh1h08gax4.jpg,23,ペット相談可,オートロック,エレベーター,スーパー800m以内,R中央線国立駅徒歩2分。文教地区で人気の国立。 ペット飼育可。LDにTES式床暖房。,角部屋,35.697777,139.449249
218,パークハイツ東中野,34,6,37,7.768447716,1,0,2399,1LDK,東中野,1,西,東京都中野区東中野2丁目14-15,https://www.homes.co.jp/mansion/b-1192950009064/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F7kz02rmzny332jr.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F7kz02rmzny332jr.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1192950009064/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fjqzs2rmzny332jl.jpg,30,,,,,,,35.704967,139.678299
219,中古マンション　サンライズ立川,39,14,66.41,31.92562844,1,1,1680,3LDK,立川,1,-,東京都立川市富士見町2丁目,https://www.homes.co.jp/mansion/b-1365310001167/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fk6e52rt3m1zzt9a.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fk6e52rt3m1zzt9a.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1365310001167/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffczp2rt3m1zzt99.jpg,5,ペット相談可,,,,月々4万円台からのマイホーム立川市でお家を買うなら全国630店舗展開中のハウスドゥ立川北店へ,,35.699802,139.402695
220,ウイング西荻南,33,6,40.51,15.29485589,1,0,3488,2LDK,西荻窪,4,西,東京都杉並区西荻南2丁目,https://www.homes.co.jp/mansion/b-1216390011687/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F59rd2rntkrkbk8t.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F59rd2rntkrkbk8t.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1216390011687/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fpupr2rntkrkbk8u.jpg,20,オートロック,,,,O本日内覧可能／オートロック・リノベーション・管理体制良好・陽当たり・通風良好,,35.699753,139.599899
221,グランヌーブ中野,27,10,74.82,7.768447716,1,0,5699,2LDK,東中野,2,南,東京都中野区中野6丁目14-10,https://www.homes.co.jp/mansion/b-1373690000121/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ff4s02rteb0zhuth.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ff4s02rteb0zhuth.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1373690000121/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F88jn2rteb0zhuti.jpg,22,リノベーション・リフォーム,ペット相談可,駐車場あり,オートロック,平成築フルリノベーション収納自慢。大型パントリーにウォークインクローゼットも。浴室テレビ付き。,エレベーター,35.707867,139.675919
222,中銀三鷹マンシオン,42,9,53.84,18.72812462,1,1,3499,2LDK,三鷹,7,南,東京都三鷹市下連雀4丁目,https://www.homes.co.jp/mansion/b-1120410013068/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F6ib62rkf3i70l9u.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F6ib62rkf3i70l9u.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1120410013068/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fl5302rkf3i70l9v.jpg,20,エレベーター,角部屋,,,室内写真有 リフォーム済のため、即入居可能 7階部分南向きバルコニーにつき、陽当り・眺望良好,,35.694897,139.562241
223,クレストレジデンス東中野,12,3,73.45,7.768447716,1,0,7980,3LDK,東中野,4,南,東京都新宿区北新宿3丁目,https://www.homes.co.jp/mansion/b-1345510001445/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwx1f2rsecgf4sxi.jpg&width=208&height=138,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwx1f2rsecgf4sxi.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1345510001445/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fkcd42rsecgf4sxh.jpg,20,ペット相談可,駐車場あり,エレベーター,スーパー800m以内,・南西角部屋・3LDK、WIC・全居室収納スペース付・日当たり良好、風通し良好・東中野駅より徒歩3分,角部屋,35.703854,139.690979
224,ルミエール東中野,37,2,40.06,7.768447716,1,0,2699,1LDK,東中野,4,南,東京都中野区東中野1丁目36-12,https://www.homes.co.jp/mansion/b-1192950009089/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fas542rmzny334h7.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fas542rmzny334h7.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1192950009089/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhl4k2rmzny334h1.jpg,30,最上階,,,,,,35.70422,139.68576
225,クレッセント新宿ウエストヒルズ,17,11,81.07,7.768447716,1,0,4,3LDK,東中野,4,南東,東京都新宿区北新宿2丁目,https://www.homes.co.jp/mansion/b-1370140003454/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Feky42rt9rxxuywr.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Feky42rt9rxxuywr.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-60000330212321/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fj8vu2rtx98690ue.jpg,26,角部屋,スーパー800m以内,ペット相談可,オートロック,ＪＲ総武線東中野駅利用 7580万円の物件です,エレベーター,35.698586,139.689636
