,uid,years,minutes,sqrm,distance,renovate,express,price,predict
1836,13115-2987,19,12,15,15.29485589,0,0,19000000,10263243.809652839
1837,13115-2988,27,4,30,15.29485589,0,0,11000000,25131998.23466893
1838,13115-2989,49,6,45,15.29485589,1,0,30000000,25370657.442845143
1839,13115-2996,17,4,60,15.29485589,1,0,45000000,56367830.86426214
1840,13115-2997,19,11,15,15.29485589,0,0,18000000,11278982.093392499
1841,13115-2998,28,6,15,15.29485589,0,0,12000000,11357532.554852046
1842,13115-2999,17,3,60,15.29485589,0,0,49000000,54078284.48285149
1843,13115-3009,19,2,40,15.29485589,0,0,35000000,39066323.13849375
1844,13115-3010,35,7,25,15.29485589,1,0,16000000,17216359.010543626
1845,13115-3011,19,11,30,15.29485589,0,0,23000000,22466399.988259092
1846,13115-3018,15,11,55,15.29485589,0,0,39000000,43334381.34958729
1847,13115-3020,35,7,20,15.29485589,0,0,11000000,10181935.047104452
1848,13115-3021,28,3,15,15.29485589,1,0,13000000,17710032.071221333
1849,13115-3022,27,10,15,15.29485589,1,0,12000000,11155435.302514695
1850,13115-3033,14,4,75,15.29485589,0,0,74000000,65916677.746391326
1851,13115-3034,7,2,35,15.29485589,0,0,37000000,42004038.449856535
1852,13115-3035,12,1,20,15.29485589,0,0,23000000,29054502.751374744
1853,13115-3036,8,6,25,15.29485589,0,0,20000000,29927235.500849202
1854,13115-3047,49,6,40,15.29485589,1,0,25000000,21641518.14455628
1855,13115-3050,35,4,35,15.29485589,0,0,22000000,24416567.79319002
1856,13115-3051,49,5,50,15.29485589,1,0,35000000,30115535.024873666
1857,13115-3052,28,3,20,15.29485589,0,0,15000000,18133886.704359885
1858,13115-3053,12,1,20,15.29485589,0,0,20000000,29054502.751374744
1859,13115-3058,46,4,70,15.29485589,1,0,37000000,47714544.15418169
1860,13115-3059,27,10,20,15.29485589,0,0,17000000,11579289.935653247
1861,13115-3060,49,5,50,15.29485589,0,0,17000000,26810250.359723352
1862,13115-3067,19,9,75,15.29485589,0,0,57000000,58060130.24033818
1863,13115-3068,33,7,15,15.29485589,0,0,12000000,7563938.183757532
1864,13115-3069,49,6,30,15.29485589,0,0,17000000,10877954.882828243
1865,13115-3070,46,7,70,15.29485589,0,0,33000000,41362044.637812406
1866,13115-3071,10,7,25,15.29485589,0,0,18000000,27800354.7821676
1867,13115-3072,18,10,75,15.29485589,1,0,76000000,60905247.8392198
1868,13115-3077,19,2,50,15.29485589,1,0,45000000,49829886.40022178
1869,13115-3078,19,11,15,15.29485589,0,0,16000000,11278982.093392499
1870,13115-3079,14,2,35,15.29485589,0,0,35000000,38115039.92755973
1871,13115-3080,35,2,30,15.29485589,0,0,10000000,22718905.062380474
1872,13115-3081,49,5,40,15.29485589,0,0,15000000,19351971.763145626
1873,13115-3082,27,10,50,15.29485589,0,0,31000000,33954125.725386426
1874,13115-3088,18,9,65,15.29485589,0,0,50000000,51157422.861231424
1875,13115-3091,27,10,15,15.29485589,0,0,11000000,7850150.637364384
1876,13115-3092,28,3,20,15.29485589,0,0,12000000,18133886.704359885
1877,13115-3093,27,3,60,15.29485589,0,0,44000000,48522572.30814177
1878,13115-3094,49,5,30,15.29485589,1,0,21000000,15198977.83171821
1879,13115-3099,26,11,15,15.29485589,1,0,17000000,10695268.236246008
1880,13115-3100,46,7,40,15.29485589,0,0,27000000,18987208.848079223
1881,13115-3101,27,3,60,15.29485589,0,0,49000000,48522572.30814177
1882,13115-3106,15,4,35,15.29485589,0,0,27000000,35527992.14260945
1883,13115-3107,11,3,25,15.29485589,0,0,25000000,31307736.69965526
1884,13115-3108,12,5,20,15.29485589,0,0,24000000,24991549.61641611
1885,13115-3109,49,8,75,15.29485589,0,0,29000000,42408731.999948695
1886,13115-3114,20,2,45,15.29485589,0,0,42000000,42239891.21931164
1887,13115-3115,11,3,25,15.29485589,0,0,23000000,31307736.69965526
1888,13115-3116,11,3,25,15.29485589,0,0,29000000,31307736.69965526
1889,13115-3117,50,9,65,15.29485589,0,0,32000000,33379143.90216034
1890,13115-3118,8,3,50,15.29485589,0,0,52000000,51620146.84351249
1891,13115-3124,23,4,20,15.29485589,1,0,19000000,23201289.173125394
1892,13115-3125,16,5,55,15.29485589,0,0,56000000,48873239.83455427
1893,13115-3126,32,2,50,15.29485589,1,0,39000000,42607460.57309915
1894,13115-3128,9,7,20,15.29485589,0,0,16000000,24626786.701349705
1895,13115-3130,17,8,20,15.29485589,0,0,17000000,19166478.677842278
1896,13115-3131,8,3,40,15.29485589,0,0,42000000,44161868.24693477
1897,13115-3132,15,2,25,15.29485589,1,0,28000000,33406474.778661348
1898,13115-3133,15,4,35,15.29485589,0,0,29000000,35527992.14260945
1899,13115-3134,32,6,15,15.29485589,1,0,6000000,12440532.35011847
1900,13115-3135,32,6,20,15.29485589,0,0,7500000,12864386.983257022
1901,13115-3143,19,3,40,15.29485589,1,0,40000000,41355869.51990439
1902,13115-3144,7,9,65,15.29485589,0,0,52000000,57268706.253412105
1903,13115-3145,31,2,20,15.29485589,1,0,9200000,20788196.00083694
1904,13115-3146,31,2,20,15.29485589,1,0,12000000,20788196.00083694
1905,13115-3151,31,1,20,15.29485589,1,0,18000000,21803934.284576595
1906,13115-3153,25,5,20,15.29485589,0,0,15000000,17769123.78929348
1907,13115-3154,11,8,20,15.29485589,0,0,22000000,22499905.982668106
1908,13115-3155,31,2,20,15.29485589,0,0,12000000,17482911.335686628
1909,13115-3156,23,4,20,15.29485589,0,0,14000000,19896004.507975083
1910,13115-3163,16,2,55,15.29485589,0,0,47000000,51920454.68577325
1911,13115-3164,15,4,30,15.29485589,0,0,22000000,31798852.844320584
1912,13115-3165,31,2,20,15.29485589,1,0,16000000,20788196.00083694
1913,13115-3166,23,6,30,15.29485589,0,0,23000000,25322806.537073497
1914,13115-3173,35,2,40,15.29485589,1,0,27000000,33482468.32410851
1915,13115-3174,8,3,55,15.29485589,0,0,49000000,55349286.14180136
1916,13115-3175,17,8,20,15.29485589,0,0,15000000,19166478.677842278
1917,13115-3176,6,5,55,15.29485589,0,0,55000000,54428952.00926399
1918,13115-3177,35,6,15,15.29485589,0,0,7400000,7468534.032555245
1919,13115-3181,35,6,15,15.29485589,0,0,11000000,7468534.032555245
1920,13115-3182,31,2,40,15.29485589,0,0,33000000,32399468.528842084
1921,13115-3183,6,5,55,15.29485589,0,0,54000000,54428952.00926399
1922,13115-3184,20,1,35,15.29485589,0,0,27000000,35797350.90647356
1923,13115-3185,22,3,30,15.29485589,1,0,19000000,32230877.270913754
1924,13115-3188,7,9,65,15.29485589,1,0,53000000,60573990.91856242
1925,13115-3189,12,5,25,15.29485589,0,0,15000000,28720688.91470497
1926,13115-3190,31,2,20,15.29485589,1,0,18000000,20788196.00083694
1927,13115-3191,12,5,25,15.29485589,0,0,20000000,28720688.91470497
1928,13115-3196,31,2,30,15.29485589,0,0,17000000,24941189.932264358
1929,13115-3197,22,3,30,15.29485589,0,0,19000000,28925592.605763443
1930,13115-3198,15,4,30,15.29485589,0,0,30000000,31798852.844320584
1931,13115-3199,15,4,30,15.29485589,0,0,21000000,31798852.844320584
1932,13115-3209,35,6,15,15.29485589,0,0,8800000,7468534.032555245
1933,13115-3210,17,8,20,15.29485589,0,0,16000000,19166478.677842278
1934,13115-3211,35,6,15,15.29485589,0,0,7500000,7468534.032555245
1935,13115-3212,32,6,15,15.29485589,0,0,2000000,9135247.684968159
1936,13115-3213,31,2,20,15.29485589,0,0,8500000,17482911.335686628
1937,13115-3214,34,10,25,15.29485589,1,0,23000000,14724715.37679562
1938,13115-3637,35,15,10,12.12192561,0,0,5800000,-5402249.81939055
1939,13115-3745,10,6,45,13.47331293,0,1,38000000,43732650.25906272
1940,13115-3746,45,7,65,13.47331293,0,1,43000000,38188476.55699451
1941,13115-3747,31,7,85,13.47331293,1,1,45000000,64188315.45989389
1942,13115-3748,25,6,20,13.47331293,0,1,18000000,16753385.505553823
1943,13115-3749,21,15,50,13.47331293,0,1,28000000,32208861.611513965
1944,13115-3750,12,11,20,13.47331293,0,1,19000000,18897119.91397816
1945,13115-3751,31,7,15,13.47331293,0,1,12000000,8675080.618699472
1946,13115-3753,21,13,20,13.47331293,0,1,14000000,11865502.389260102
1947,13115-3754,12,9,65,13.47331293,0,1,59000000,54490850.16605725
1948,13115-3760,12,11,20,13.47331293,0,1,20000000,18897119.91397816
1949,13115-3761,12,11,20,13.47331293,1,1,22000000,22202404.57912847
1950,13115-3762,23,12,65,13.47331293,0,1,40000000,45332351.922657594
1951,13115-3763,49,5,25,13.47331293,1,1,15000000,11469838.533429343
1952,13115-3764,49,5,40,13.47331293,0,1,20000000,19351971.763145626
1953,13115-3770,31,7,15,13.47331293,0,1,9900000,8675080.618699472
1954,13115-3778,31,7,85,13.47331293,0,1,80000000,60883030.794743575
1955,13115-3781,49,5,30,13.47331293,0,1,13000000,11893693.1665679
1956,13115-3782,17,15,25,13.47331293,0,1,23000000,15785449.989953533
1957,13115-3790,33,8,15,13.47331293,0,1,8600000,6548199.900017872
1958,13115-3791,17,13,20,13.47331293,0,1,19000000,14087787.259143986
1959,13115-3794,10,5,40,13.47331293,0,1,36000000,41019249.24451351
1960,13115-3795,49,5,30,13.47331293,0,1,10000000,11893693.1665679
1961,13115-3796,25,6,55,13.47331293,1,1,51000000,46162645.25872619
1962,13115-3800,21,15,20,13.47331293,1,1,14000000,13139310.486931093
1963,13115-3801,21,15,20,13.47331293,0,1,12000000,9834025.821780782
1964,13115-3802,23,12,65,13.47331293,0,1,41000000,45332351.922657594
1965,13115-3803,10,6,40,13.47331293,0,1,39000000,40003510.960773855
1966,13115-3810,17,14,25,13.47331293,0,1,19000000,16801188.27369319
1967,13115-3811,33,6,15,13.47331293,0,1,8500000,8579676.467497192
1968,13115-3813,21,15,20,13.47331293,0,1,15000000,9834025.821780782
1969,13115-3814,30,18,20,13.47331293,0,1,12000000,1786670.013323065
1970,13115-3825,23,12,60,13.47331293,0,1,43000000,41603212.624368735
1971,13115-3826,21,15,20,13.47331293,0,1,21000000,9834025.821780782
1972,13115-3827,45,7,75,13.47331293,0,1,40000000,45646755.15357224
1973,13115-3832,23,10,15,15.29485589,0,0,13000000,10072435.507248268
1974,13115-3837,29,14,65,15.29485589,1,0,46000000,43272732.715502754
1975,13115-3841,23,11,25,15.29485589,0,0,23000000,16514975.820086338
1976,13115-3844,16,13,70,15.29485589,1,0,53000000,55240036.124653906
1977,13115-3845,29,14,65,15.29485589,1,0,51000000,43272732.715502754
1978,13115-3849,29,14,65,15.29485589,1,0,45000000,43272732.715502754
1979,13115-3850,23,17,80,13.47331293,0,1,45000000,51441078.39882589
1980,13115-3851,17,16,95,13.47331293,0,1,68000000,66977661.88225796
1981,13115-3854,17,17,75,13.47331293,0,1,57000000,51045366.40536285
1982,13115-3855,23,18,50,13.47331293,0,1,36000000,28050504.32535305
1983,13115-3856,23,18,65,13.47331293,0,1,38000000,39237922.22021964
1984,13115-3859,17,17,100,13.47331293,0,1,80000000,69691062.89680716
1985,13115-3860,17,17,85,13.47331293,0,1,60000000,58503645.001940586
1986,13115-3950,34,12,85,15.29485589,0,0,45000000,54137625.723632365
1987,13115-3952,6,12,65,15.29485589,0,0,72000000,54777062.6196641
1988,13115-3953,6,12,65,15.29485589,0,0,60000000,54777062.6196641
1989,13115-3958,6,12,65,15.29485589,0,0,70000000,54777062.6196641
1990,13115-3959,6,12,65,15.29485589,0,0,66000000,54777062.6196641
1991,13115-3960,17,13,40,15.29485589,0,0,52000000,29004344.452299442
1992,13115-3964,17,13,75,15.29485589,0,0,41000000,55108319.540321484
1993,13115-3968,6,12,65,15.29485589,0,0,68000000,54777062.6196641
1994,13115-4013,20,19,55,13.47331293,1,1,49000000,35735903.65746549
1995,13115-4014,15,11,45,13.47331293,0,1,33000000,35876102.75300957
1996,13115-4015,31,21,45,13.47331293,1,1,22000000,20134865.101227753
1997,13115-4019,34,15,40,13.47331293,1,1,29000000,20833441.85296392
1998,13115-4020,15,16,55,13.47331293,0,1,39000000,38255689.930889
1999,13115-4024,30,13,40,13.47331293,1,1,32000000,25087203.290327128
2000,13115-4025,13,18,50,13.47331293,0,1,38000000,33606216.50006276
2001,13115-4027,15,13,60,13.47331293,1,1,52000000,48337328.74554716
2002,13115-4028,30,13,30,13.47331293,0,1,21000000,14323640.02859909
2003,13115-4029,30,15,45,13.47331293,0,1,16000000,23479581.355986364
2004,13115-4037,48,15,25,13.47331293,0,1,8400000,-1437257.7516465858
2005,13115-4038,31,14,15,15.29485589,0,0,7900000,1564912.6325218603
2006,13115-4039,22,13,15,15.29485589,1,0,18000000,10886076.538650576
2007,13115-4040,22,19,60,15.29485589,0,0,39000000,35048615.85566209
2008,13115-4041,14,15,75,15.29485589,0,0,60000000,54743556.625255086
2009,13115-4042,35,15,50,15.29485589,0,0,21000000,24430864.566920362
2010,13115-4043,34,14,50,15.29485589,0,0,25000000,26002174.068130992
2011,13115-4044,30,16,15,15.29485589,0,0,9800000,89007.28251352161
2012,13115-4049,50,14,40,15.29485589,1,0,24000000,12960040.657168034
2013,13115-4051,14,17,80,15.29485589,0,0,57000000,56441219.35606464
2014,13115-4055,30,16,35,15.29485589,0,0,16000000,15005564.475668978
2015,13115-4056,30,16,35,15.29485589,1,0,23000000,18310849.14081929
2016,13115-4058,14,15,75,15.29485589,0,0,61000000,54743556.625255086
2017,13115-4059,22,13,15,15.29485589,0,0,18000000,7580791.873500265
2018,13115-4060,14,17,80,15.29485589,1,0,53000000,59746504.021214955
2019,13115-4063,35,7,15,9.492733962,0,1,4000000,6452795.748815589
2020,13115-4065,6,8,45,9.492733962,0,1,37000000,43923458.56146729
2021,13115-4070,35,7,15,9.492733962,0,1,5100000,6452795.748815589
2022,13115-4072,7,5,35,9.492733962,1,1,33000000,42262108.26378787
2023,13115-4079,35,5,20,9.492733962,0,1,14000000,12213411.614583768
2024,13115-4080,11,5,20,9.492733962,0,1,21000000,25547120.83388708
2025,13115-4081,11,7,20,9.492733962,0,1,19000000,23515644.266407765
2026,13115-4082,11,5,20,9.492733962,0,1,16000000,25547120.83388708
2027,13115-4084,28,8,15,9.492733962,0,1,6900000,9326055.98737273
2028,13115-4085,22,2,20,9.492733962,0,1,21000000,22483052.292925373
2029,13115-4086,14,3,20,9.492733962,0,1,20000000,25911883.748953484
2030,13115-4087,28,6,65,9.492733962,1,1,45000000,51954210.20289099
2031,13115-4090,11,5,20,9.492733962,0,1,19000000,25547120.83388708
2032,13115-4091,11,5,20,9.492733962,0,1,16000000,25547120.83388708
2033,13115-4092,11,5,20,9.492733962,0,1,16000000,25547120.83388708
2034,13115-4096,49,1,20,9.492733962,0,1,7300000,8498367.704948802
2035,13115-4097,11,5,20,9.492733962,0,1,17000000,25547120.83388708
2036,13115-4098,28,6,15,9.492733962,1,1,8500000,14662817.220002357
2037,13115-4099,7,5,35,9.492733962,0,1,31000000,38956823.59863756
2038,13115-4102,34,4,40,9.492733962,0,1,24000000,28701278.308949854
2039,13115-4104,11,4,20,9.492733962,0,1,16000000,26562859.11762674
2040,13115-4107,11,6,20,9.492733962,0,1,19000000,24531382.55014742
2041,13115-4108,11,6,20,9.492733962,0,1,18000000,24531382.55014742
2042,13115-4111,22,6,80,9.492733962,0,1,50000000,63169770.737433106
2043,13115-4112,6,2,55,9.492733962,0,1,52000000,57476166.86048296
2044,13115-4113,22,2,15,9.492733962,0,1,12000000,18753912.99463651
2045,13115-4114,21,4,65,9.492733962,0,1,38000000,54569400.6275168
2046,13115-4116,22,6,65,9.492733962,0,1,45000000,51982352.84256651
2047,13115-4117,11,7,20,9.492733962,0,1,21000000,23515644.266407765
2048,13115-4123,6,2,70,9.492733962,0,1,60000000,68663584.75534955
2049,13115-4124,28,8,15,9.492733962,0,1,8600000,9326055.98737273
2050,13202-5,1,6,25,31.92562844,0,1,27000000,33816234.023146
2051,13202-6,34,7,20,31.92562844,0,1,6000000,10737506.264575422
2052,13202-7,9,12,65,31.92562844,0,1,33000000,53110348.96725119
2053,13202-8,20,6,85,31.92562844,0,1,41000000,68010052.4706639
2054,13202-11,1,6,25,31.92562844,0,1,27000000,33816234.023146
2055,13202-13,1,5,25,31.92562844,0,1,26000000,34831972.30688566
2056,13202-14,20,7,75,31.92562844,0,1,48000000,59536035.59034652
2057,13202-15,1,6,25,31.92562844,0,1,28000000,33816234.023146
2058,13202-23,18,7,55,31.92562844,1,1,35000000,49035905.497283325
2059,13202-25,18,8,80,31.92562844,0,1,37000000,63360579.03983767
2060,13202-27,11,11,50,31.92562844,0,1,31000000,41827526.92118231
2061,13202-32,13,8,30,31.92562844,0,1,22000000,28847042.14430389
2062,13202-33,13,8,20,31.92562844,0,1,23000000,21388763.54772616
2063,13202-34,13,8,20,31.92562844,0,1,19000000,21388763.54772616
2064,13202-35,11,11,55,31.92562844,1,1,42000000,48861950.88462149
2065,13202-37,11,11,55,31.92562844,1,1,40000000,48861950.88462149
2066,13202-38,13,8,20,31.92562844,0,1,17000000,21388763.54772616
2067,13202-39,20,6,75,31.92562844,0,1,37000000,60551773.87408618
2068,13202-41,13,9,20,31.92562844,0,1,18000000,20373025.263986506
2069,13202-42,18,7,60,31.92562844,1,1,40000000,52765044.79557219
2070,13202-43,20,6,55,31.92562844,0,1,30000000,45635216.68093073
2071,13202-44,20,6,70,31.92562844,0,1,42000000,56822634.57579733
2072,13202-46,3,2,70,31.92562844,0,1,83000000,70330298.40776247
2073,13202-47,11,11,55,31.92562844,0,1,45000000,45556666.21947118
2074,13202-48,18,6,40,31.92562844,0,1,27000000,35558941.22100608
2075,13202-49,45,15,30,31.92562844,0,1,9600000,3958595.1990552023
2076,13202-50,12,8,65,31.92562844,0,1,38000000,55506588.44979691
2077,13202-51,11,11,55,31.92562844,0,1,39000000,45556666.21947118
2078,13202-52,18,7,65,31.92562844,0,1,38000000,53188899.428710744
2079,13202-53,12,7,65,31.92562844,0,1,38000000,56522326.733536564
2080,13202-54,13,7,45,31.92562844,0,1,24000000,41050198.322910145
2081,13202-59,16,14,55,31.92562844,0,1,24000000,39731595.28089735
2082,13202-63,3,2,85,31.92562844,0,1,98000000,81517716.30262905
2083,13202-64,3,2,70,31.92562844,0,1,63000000,70330298.40776247
2084,13202-65,3,2,70,31.92562844,0,1,98000000,70330298.40776247
2085,13202-68,3,3,85,31.92562844,1,1,97000000,83807262.68403971
2086,13202-69,3,2,55,31.92562844,0,1,52000000,59142880.512895875
2087,13202-72,3,2,55,31.92562844,0,1,52000000,59142880.512895875
2088,13202-74,3,2,70,31.92562844,0,1,68000000,70330298.40776247
2089,13202-75,3,2,70,31.92562844,0,1,63000000,70330298.40776247
2090,13202-76,3,2,75,31.92562844,0,1,77000000,74059437.70605132
2091,13202-77,3,2,75,31.92562844,0,1,78000000,74059437.70605132
2092,13202-79,3,2,80,31.92562844,0,1,86000000,77788577.0043402
2093,13202-80,3,3,70,31.92562844,1,1,96000000,72619844.78917313
2094,13202-82,3,2,70,31.92562844,0,1,82000000,70330298.40776247
2095,13202-83,3,2,70,31.92562844,0,1,71000000,70330298.40776247
2096,13202-84,3,2,75,31.92562844,0,1,76000000,74059437.70605132
2097,13202-85,3,2,70,31.92562844,0,1,73000000,70330298.40776247
2098,13202-86,3,2,60,31.92562844,0,1,58000000,62872019.81118474
2099,13202-88,13,8,20,31.92562844,0,1,18000000,21388763.54772616
2100,13202-94,11,10,70,31.92562844,0,1,49000000,57759822.398077436
2101,13202-97,3,2,70,31.92562844,0,1,64000000,70330298.40776247
2102,13202-98,3,2,70,31.92562844,0,1,88000000,70330298.40776247
2103,13202-103,18,9,80,31.92562844,0,1,33000000,62344840.75609802
2104,13202-104,34,6,20,31.92562844,0,1,5000000,11753244.548315082
2105,13202-105,20,9,60,31.92562844,1,1,33000000,49622425.79315093
2106,13202-106,34,7,15,31.92562844,1,1,5800000,10313651.63143687
2107,13202-467,35,19,50,31.92562844,1,1,20000000,23673196.097112052
2108,13202-475,11,20,70,31.92562844,0,1,33000000,47602439.56068085
2109,13202-480,35,19,50,31.92562844,0,1,13000000,20367911.431961738
2110,13202-526,18,4,70,31.92562844,1,1,38000000,63270538.24336889
2111,13202-529,16,8,50,31.92562844,0,1,22000000,42096885.685046434
2112,13202-531,17,4,55,31.92562844,0,1,36000000,49333406.90082296
2113,13202-536,18,4,70,31.92562844,0,1,20000000,59965253.57821858
2114,13202-546,7,6,50,31.92562844,0,1,36000000,49128503.209764495
2115,13202-551,11,6,70,31.92562844,0,1,60000000,61822775.53303607
2116,13202-704,1,11,20,31.92562844,0,1,25000000,25008403.306158844
2117,13202-705,24,12,20,31.92562844,0,1,8500000,11214527.020586845
2118,13202-708,28,19,15,31.92562844,0,1,2500000,-1847065.1337635145
2119,13202-709,17,8,60,31.92562844,1,1,39000000,52304877.72930351
2120,13202-713,28,19,15,31.92562844,1,1,3600000,1458219.5313867964
2121,13202-714,24,12,55,31.92562844,0,1,27000000,37318502.108608894
2122,13202-715,16,15,55,31.92562844,1,1,28000000,42021141.66230801
2123,13202-719,26,13,50,31.92562844,0,1,20000000,31462482.091638424
2124,13202-724,20,8,70,31.92562844,0,1,39000000,54791158.00831801
2125,13202-725,22,9,60,31.92562844,1,1,32000000,48511283.35820899
2126,13202-729,48,11,20,31.92562844,0,1,4000000,-1103443.9149768092
2127,13202-730,28,14,50,31.92562844,0,1,26000000,29335601.372956824
2128,13202-737,48,12,25,31.92562844,0,1,3000000,1609957.0995723978
2129,13202-738,20,8,70,31.92562844,1,1,42000000,58096442.673468314
