,uid,years,minutes,sqrm,distance,renovate,express,price,predict
1458,13115-292,21,8,30,13.47331293,0,1,22000000,24402472.40453612
1459,13115-300,28,4,50,13.47331293,1,1,43000000,42798268.87550372
1460,13115-301,10,10,20,13.47331293,0,1,19000000,21024000.63265976
1461,13115-302,10,9,20,13.47331293,0,1,22000000,22039738.91639942
1462,13115-303,33,8,30,13.47331293,1,1,28000000,21040902.460034776
1463,13115-304,16,8,30,13.47331293,1,1,35000000,30485613.15704129
1464,13115-305,20,9,20,13.47331293,0,1,13000000,16484026.741689704
1465,13115-309,20,9,20,13.47331293,0,1,19000000,16484026.741689704
1466,13115-318,16,9,30,13.47331293,0,1,35000000,26164590.208151318
1467,13115-319,21,9,30,13.47331293,1,1,23000000,26692018.785946775
1468,13115-327,10,10,25,13.47331293,0,1,25000000,24753139.930948623
1469,13115-328,16,4,20,13.47331293,0,1,17000000,23785003.03027188
1470,13115-329,17,14,90,13.47331293,0,1,50000000,65279999.15144843
1471,13115-332,16,5,30,13.47331293,0,1,30000000,30227543.343109954
1472,13115-333,28,4,55,13.47331293,0,1,39000000,43222123.50864227
1473,13115-334,28,5,15,13.47331293,0,1,10000000,12373270.838591702
1474,13115-335,35,11,40,13.47331293,0,1,28000000,21035539.105301276
1475,13115-341,29,7,85,13.47331293,0,1,55000000,61994173.229685515
1476,13115-342,16,4,20,13.47331293,0,1,25000000,23785003.03027188
1477,13115-343,21,5,15,13.47331293,0,1,16000000,16262269.360888503
1478,13115-344,35,10,50,13.47331293,0,1,23000000,29509555.98561866
1479,13115-350,16,4,20,13.47331293,0,1,20000000,23785003.03027188
1480,13115-351,10,10,20,13.47331293,0,1,18000000,21024000.63265976
1481,13115-362,10,10,20,13.47331293,0,1,18000000,21024000.63265976
1482,13115-363,16,8,30,13.47331293,0,1,28000000,27180328.491890978
1483,13115-364,33,1,20,13.47331293,0,1,14000000,17387507.184484344
1484,13115-371,20,9,20,13.47331293,0,1,19000000,16484026.741689704
1485,13115-372,33,6,55,13.47331293,0,1,40000000,38412790.853808105
1486,13115-382,24,4,20,13.47331293,0,1,12000000,19340433.290504113
1487,13115-729,34,20,70,13.47331293,0,1,28000000,34824301.5588485
1488,13115-730,23,25,55,13.47331293,0,1,32000000,24669475.637464307
1489,13115-731,23,25,60,13.47331293,0,1,40000000,28398614.935753174
1490,13115-835,14,6,15,12.12192561,0,0,21000000,19135529.599445645
1491,13115-836,46,5,35,12.12192561,0,0,19000000,17289546.117269676
1492,13115-839,14,6,25,12.12192561,0,0,24000000,26593808.19602337
1493,13115-841,23,7,35,12.12192561,0,0,31000000,28036207.5516227
1494,13115-843,46,5,35,12.12192561,0,0,13000000,17289546.117269676
1495,13115-844,14,6,15,12.12192561,0,0,21000000,19135529.599445645
1496,13115-845,14,6,15,12.12192561,0,0,17000000,19135529.599445645
1497,13115-990,35,8,90,13.47331293,1,1,79000000,64679431.604559205
1498,13115-991,32,7,40,13.47331293,1,1,35000000,30070490.557823133
1499,13115-992,30,5,35,13.47331293,0,1,18000000,26178685.59680522
1500,13115-993,46,8,30,13.47331293,1,1,17000000,13818476.632912148
1501,13115-994,47,3,35,13.47331293,0,1,16000000,18765451.46727802
1502,13115-995,23,10,75,13.47331293,0,1,43000000,54822107.08671463
1503,13115-996,12,10,50,13.47331293,0,1,46000000,42287693.987451
1504,13115-1004,8,10,50,13.47331293,0,1,44000000,44509978.85733488
1505,13115-1005,7,5,55,13.47331293,0,1,67000000,53873380.79179302
1506,13115-1006,1,2,30,13.47331293,0,1,34000000,41608326.4563935
1507,13115-1007,14,15,60,13.47331293,0,1,41000000,43556138.7303885
1508,13115-1008,13,3,30,13.47331293,1,1,37000000,37231018.2281525
1509,13115-1009,7,1,30,13.47331293,0,1,37000000,39290637.43530733
1510,13115-1010,1,3,30,13.47331293,0,1,34000000,40592588.17265384
1511,13115-1011,12,10,40,13.47331293,0,1,29000000,34829415.390873276
1512,13115-1012,10,2,30,13.47331293,0,1,38000000,36608185.49915476
1513,13115-1018,15,14,70,13.47331293,0,1,59000000,51474584.39323491
1514,13115-1019,32,8,25,13.47331293,0,1,17000000,14562049.714066569
1515,13115-1020,47,12,45,13.47331293,0,1,24000000,17082085.510198824
1516,13115-1021,23,3,55,13.47331293,1,1,60000000,50321002.54488711
1517,13115-1022,43,2,55,13.47331293,1,1,48000000,40225316.47920734
1518,13115-1023,26,4,35,13.47331293,0,1,30000000,29416708.750428762
1519,13115-1029,11,8,70,13.47331293,1,1,60000000,63096583.630707055
1520,13115-1039,23,3,55,13.47331293,1,1,57000000,50321002.54488711
1521,13115-1040,9,5,70,13.47331293,0,1,60000000,63949656.251717664
1522,13115-1041,15,14,75,13.47331293,0,1,60000000,55203723.691523775
1523,13115-1042,34,1,15,13.47331293,0,1,11000000,13102796.668724507
1524,13115-1043,35,2,15,13.47331293,0,1,13000000,11531487.16751388
1525,13115-1044,24,7,35,13.47331293,1,1,27000000,30785920.99930204
1526,13115-1045,11,9,70,13.47331293,0,1,50000000,58775560.68181709
1527,13115-1046,13,13,20,13.47331293,0,1,21000000,16310072.12902787
1528,13115-1047,16,5,45,13.47331293,0,1,40000000,41414961.23797655
1529,13115-1048,16,5,55,13.47331293,0,1,52000000,48873239.83455427
1530,13115-1049,14,4,35,13.47331293,0,1,29000000,36083563.36008042
1531,13115-1050,15,14,70,13.47331293,0,1,53000000,51474584.39323491
1532,13115-1057,13,3,35,13.47331293,1,1,40000000,40960157.52644136
1533,13115-1058,19,15,20,13.47331293,0,1,19000000,10945168.256722726
1534,13115-1059,19,15,20,13.47331293,0,1,14000000,10945168.256722726
1535,13115-1061,11,9,55,13.47331293,1,1,50000000,50893427.45210081
1536,13115-1068,30,4,15,13.47331293,1,1,8900000,15583151.352539733
1537,13115-1069,12,3,20,13.47331293,0,1,22000000,27023026.183895428
1538,13115-1070,46,7,35,13.47331293,1,1,20000000,18563354.21494067
1539,13115-1071,34,1,20,13.47331293,0,1,15000000,16831935.96701337
1540,13115-1072,19,4,20,13.47331293,0,1,17000000,22118289.377858967
1541,13115-1073,23,3,55,13.47331293,0,1,58000000,47015717.879736796
1542,13115-1074,10,10,40,13.47331293,1,1,38000000,39245842.49096553
1543,13115-1075,17,9,15,13.47331293,0,1,17000000,14421601.095813755
1544,13115-1076,27,2,15,13.47331293,0,1,12000000,15976056.907281652
1545,13115-1077,27,2,20,13.47331293,0,1,12000000,19705196.205570515
1546,13115-1081,16,5,15,13.47331293,0,1,22000000,19040125.44824336
1547,13115-1082,32,2,25,13.47331293,0,1,14000000,20656479.41650452
1548,13115-1083,34,1,55,13.47331293,1,1,45000000,46241195.720185734
1549,13115-1084,20,12,70,13.47331293,0,1,37000000,50728204.873359375
1550,13115-1085,13,4,30,13.47331293,0,1,29000000,32909995.279262528
1551,13115-1086,18,10,75,13.47331293,0,1,68000000,57599963.17406949
1552,13115-1090,16,5,65,13.47331293,0,1,55000000,56331518.431131996
1553,13115-1091,12,10,45,13.47331293,0,1,39000000,38558554.68916214
1554,13115-1092,10,2,30,13.47331293,0,1,42000000,36608185.49915476
1555,13115-1093,22,12,70,13.47331293,0,1,49000000,49617062.438417435
1556,13115-1094,19,15,25,13.47331293,0,1,19000000,14674307.55501159
1557,13115-1095,19,15,25,13.47331293,0,1,10000000,14674307.55501159
1558,13115-1096,34,1,40,13.47331293,0,1,31000000,31748493.160168827
1559,13115-1097,23,9,70,13.47331293,1,1,57000000,55413990.73731574
1560,13115-1105,27,4,80,13.47331293,0,1,36000000,62423391.21755757
1561,13115-1106,32,8,45,13.47331293,0,1,14000000,29478606.90722203
1562,13115-1107,19,4,15,13.47331293,0,1,17000000,18389150.079570107
1563,13115-1108,11,9,70,13.47331293,0,1,57000000,58775560.68181709
1564,13115-1109,29,1,75,13.47331293,1,1,64000000,63935609.00069604
1565,13115-1119,26,5,45,13.47331293,1,1,38000000,39164533.72841714
1566,13115-1120,46,8,30,13.47331293,1,1,21000000,13818476.632912148
1567,13115-1121,10,10,30,13.47331293,0,1,31000000,28482279.22923749
1568,13115-1122,12,4,60,13.47331293,0,1,40000000,55840402.28646668
1569,13115-1123,5,7,35,13.47331293,0,1,40000000,38036489.466100186
1570,13115-1131,22,4,40,13.47331293,1,1,40000000,38673417.58375182
1571,13115-1132,13,13,20,13.47331293,0,1,15000000,16310072.12902787
1572,13115-1133,13,6,35,13.47331293,0,1,31000000,34607658.010072075
1573,13115-1134,30,4,15,13.47331293,0,1,8900000,12277866.687389422
1574,13115-1135,34,1,40,13.47331293,0,1,29000000,31748493.160168827
1575,13115-1136,46,7,40,13.47331293,1,1,25000000,22292493.513229534
1576,13115-1137,11,9,70,13.47331293,0,1,58000000,58775560.68181709
1577,13115-1138,22,4,20,13.47331293,0,1,23000000,20451575.725446053
1578,13115-1140,14,3,65,13.47331293,0,1,60000000,59474137.433553256
1579,13115-1141,10,2,30,13.47331293,0,1,38000000,36608185.49915476
1580,13115-1250,13,9,35,13.47331293,0,1,29000000,31560443.1588531
1581,13115-1251,22,5,20,13.47331293,0,1,14000000,19435837.441706397
1582,13115-1252,10,9,35,13.47331293,0,1,29000000,33227156.811266012
1583,13115-1253,16,11,20,13.47331293,0,1,15000000,16674835.044094276
1584,13115-1256,16,12,20,13.47331293,0,1,20000000,15659096.760354616
1585,13115-1257,49,9,45,13.47331293,1,1,30000000,22323442.591626167
1586,13115-1263,22,6,40,13.47331293,0,1,30000000,33336656.351122193
1587,13115-1264,21,8,15,13.47331293,1,1,15000000,16520339.174819838
1588,13115-1265,11,7,20,13.47331293,0,1,18000000,23515644.266407765
1589,13115-1270,2,13,25,13.47331293,0,1,29000000,26150494.81949742
1590,13115-1271,10,8,20,13.47331293,1,1,31000000,26360761.86528939
1591,13115-1272,22,5,15,13.47331293,0,1,18000000,15706698.143417533
1592,13115-1273,2,14,25,13.47331293,0,1,29000000,25134756.53575776
1593,13115-1274,11,7,20,13.47331293,0,1,17000000,23515644.266407765
1594,13115-1275,21,9,70,13.47331293,0,1,53000000,53219848.50710738
1595,13115-1280,22,6,30,13.47331293,1,1,27000000,29183662.419694778
1596,13115-1281,19,6,30,13.47331293,0,1,26000000,27545091.40695738
1597,13115-1282,18,8,55,13.47331293,0,1,49000000,44714882.548393354
1598,13115-1285,21,16,50,13.47331293,1,1,30000000,34498407.99292462
1599,13115-1287,11,7,20,13.47331293,0,1,23000000,23515644.266407765
1600,13115-1288,10,8,35,13.47331293,0,1,34000000,34242895.09500567
1601,13115-1291,10,8,35,13.47331293,0,1,38000000,34242895.09500567
1602,13115-1296,21,16,50,13.47331293,0,1,30000000,31193123.32777431
1603,13115-1297,22,7,20,13.47331293,0,1,16000000,17404360.87422708
1604,13115-1298,18,8,65,13.47331293,0,1,54000000,52173161.14497108
1605,13115-1299,19,6,30,13.47331293,0,1,19000000,27545091.40695738
1606,13115-1301,11,7,20,13.47331293,0,1,21000000,23515644.266407765
1607,13115-1302,47,11,75,13.47331293,1,1,40000000,43777944.248821974
1608,13115-1303,22,5,15,13.47331293,1,1,12000000,19011982.808567844
1609,13115-1304,18,8,75,13.47331293,0,1,52000000,59631439.74154881
1610,13115-1306,10,8,20,13.47331293,0,1,22000000,23055477.200139076
1611,13115-1307,24,15,70,13.47331293,0,1,42000000,45458705.15225651
1612,13115-1308,13,9,45,13.47331293,0,1,33000000,39018721.755430825
1613,13115-1316,49,9,30,13.47331293,1,1,20000000,11136024.696759578
1614,13115-1317,22,13,45,13.47331293,0,1,26000000,29955627.66323345
1615,13115-1318,19,6,30,13.47331293,0,1,15000000,27545091.40695738
1616,13115-1319,7,6,70,13.47331293,0,1,56000000,64045060.402919956
1617,13115-1324,14,8,60,15.29485589,0,0,53000000,50666306.71656611
1618,13115-1327,16,14,20,15.29485589,0,0,17000000,13627620.1928753
1619,13115-1328,34,9,40,15.29485589,0,0,20000000,23622586.890251562
1620,13115-1335,15,11,80,15.29485589,0,0,44000000,61980077.84103162
1621,13115-1340,14,8,40,15.29485589,0,0,30000000,35749749.52341065
1622,13115-1341,21,7,20,15.29485589,0,0,15000000,17959932.09169805
1623,13115-1346,9,14,65,15.29485589,0,0,58000000,51078872.39977187
1624,13115-1616,24,10,60,12.12192561,1,0,45000000,46384402.639527395
1625,13115-1618,24,10,70,12.12192561,0,0,32000000,50537396.5709548
1626,13115-1625,11,4,30,10.8508634,0,0,33000000,34021137.71420447
1627,13115-1626,33,4,15,10.8508634,0,0,8900000,10611153.034976508
1628,13115-1627,22,9,20,10.8508634,0,0,13000000,15372884.30674776
1629,13115-1631,48,9,40,10.8508634,1,0,26000000,19149874.51080827
1630,13115-1632,18,10,20,10.8508634,0,0,20000000,16579430.892891988
1631,13115-1633,22,9,20,10.8508634,0,0,20000000,15372884.30674776
1632,13115-1634,48,8,30,10.8508634,0,0,9500000,9402049.532819897
1633,13115-1638,31,5,15,10.8508634,0,0,13000000,10706557.186178789
1634,13115-1639,12,8,25,10.8508634,0,0,26000000,25673474.063486
1635,13115-1643,15,10,20,10.8508634,0,0,21000000,18246144.545304906
1636,13115-1644,13,4,55,10.8508634,0,0,53000000,51555691.77070685
1637,13115-1645,16,6,20,10.8508634,0,0,20000000,21753526.462792568
1638,13115-1649,48,9,35,10.8508634,0,0,15000000,12115450.547369096
1639,13115-1650,13,6,30,10.8508634,1,0,26000000,34183803.37693352
1640,13115-1651,48,8,25,10.8508634,1,0,13000000,8978194.89968134
1641,13115-1652,48,9,40,10.8508634,1,0,20000000,19149874.51080827
1642,13115-1662,22,9,15,10.8508634,1,0,16000000,14949029.673609208
1643,13115-1663,15,10,20,10.8508634,0,0,20000000,18246144.545304906
1644,13115-1664,48,8,35,10.8508634,0,0,11000000,13131188.83110876
1645,13115-1666,11,4,30,10.8508634,0,0,34000000,34021137.71420447
1646,13115-1667,22,9,20,10.8508634,0,0,18000000,15372884.30674776
1647,13115-1668,12,8,30,10.8508634,0,0,27000000,29402613.361774866
1648,13115-1669,12,8,20,10.8508634,1,0,21000000,25249619.430347446
1649,13115-1671,14,6,20,10.8508634,0,0,20000000,22864668.897734508
1650,13115-1675,15,10,20,10.8508634,0,0,21000000,18246144.545304906
1651,13115-1676,22,8,20,10.8508634,0,0,22000000,16388622.59048742
1652,13115-1684,22,9,15,10.8508634,0,0,16000000,11643745.008458897
1653,13115-1685,48,8,30,10.8508634,1,0,17000000,12707334.197970208
1654,13115-1686,11,12,70,10.8508634,0,0,57000000,55728345.830598116
1655,13115-1687,24,8,70,10.8508634,0,0,41000000,52568873.13843412
1656,13115-1688,18,11,20,10.8508634,0,0,19000000,15563692.609152328
1657,13115-1689,24,3,35,10.8508634,0,0,28000000,31543589.469110362
1658,13115-1696,24,8,70,10.8508634,1,0,43000000,55874157.80358443
1659,13115-1697,17,2,20,10.8508634,0,0,19000000,25260908.380280226
1660,13115-1704,16,2,60,10.8508634,0,0,56000000,55649593.98406211
1661,13115-1705,24,9,70,10.8508634,1,0,47000000,54858419.51984477
1662,13115-1706,16,7,20,10.8508634,0,0,20000000,20737788.179052908
1663,13115-1707,22,14,60,10.8508634,0,0,22000000,40127307.27436039
1664,13115-1708,18,2,55,10.8508634,1,0,53000000,54114596.91598162
1665,13115-1709,17,2,20,10.8508634,0,0,18000000,25260908.380280226
1666,13115-1717,13,7,30,10.8508634,0,0,27000000,29862780.42804355
1667,13115-1718,48,9,25,10.8508634,1,0,20000000,7962456.615941677
1668,13115-1719,14,6,20,10.8508634,0,0,16000000,22864668.897734508
1669,13115-1721,12,8,20,10.8508634,0,0,19000000,21944334.765197136
1670,13115-1722,23,14,35,10.8508634,1,0,20000000,24231324.230595402
1671,13115-1723,23,14,70,10.8508634,1,0,42000000,50335299.31861745
1672,13115-1733,16,7,20,10.8508634,0,0,18000000,20737788.179052908
1673,13115-1734,48,8,20,10.8508634,0,0,5000000,1943770.936242167
1674,13115-1735,11,4,30,10.8508634,0,0,30000000,34021137.71420447
1675,13115-1736,48,8,20,10.8508634,1,0,9600000,5249055.601392478
1676,13115-1737,16,7,20,10.8508634,1,0,18000000,24043072.84420322
1677,13115-1738,22,9,15,10.8508634,0,0,15000000,11643745.008458897
1678,13115-1739,34,3,20,10.8508634,0,0,10000000,14800459.399534054
1679,13115-1740,48,9,35,10.8508634,1,0,25000000,15420735.212519407
1680,13115-1746,23,3,15,10.8508634,0,0,19000000,17182603.49342588
1681,13115-1747,28,9,15,10.8508634,0,0,13000000,8310317.70363307
1682,13115-1749,36,6,20,10.8508634,1,0,15000000,13947386.778523445
1683,13115-1750,28,12,15,10.8508634,0,0,13000000,5263102.852414094
1684,13115-1751,23,3,35,10.8508634,1,0,30000000,35404445.35173164
1685,13115-1755,5,5,50,10.8508634,0,0,55000000,51255383.92844609
1686,13115-1756,35,2,20,10.8508634,1,0,1300000,18565911.130953055
1687,13115-1757,18,5,15,10.8508634,0,0,25000000,17928983.013301417
1688,13115-1758,35,10,15,10.8508634,0,0,14000000,3405580.8975966126
1689,13115-1759,48,3,25,10.8508634,0,0,12000000,10751601.653229319
1690,13115-1760,17,3,20,10.8508634,0,0,23000000,24245170.09654057
1691,13115-1761,36,6,50,10.8508634,0,0,34000000,33016937.903106317
1692,13115-1762,23,3,65,10.8508634,0,0,54000000,54473996.476314515
1693,13115-1765,36,6,45,10.8508634,1,0,35000000,32593083.269967765
1694,13115-1766,28,7,15,10.8508634,0,0,13000000,10341794.271112386
1695,13115-1770,7,4,50,10.8508634,0,0,51000000,51159979.77724381
1696,13115-1771,27,9,20,10.8508634,0,0,16000000,12595028.219392907
1697,13115-1772,48,3,25,10.8508634,0,0,11000000,10751601.653229319
1698,13115-1773,36,6,25,10.8508634,0,0,11000000,14371241.411661997
1699,13115-1775,13,10,20,10.8508634,0,0,18000000,19357286.980246846
1700,13115-1776,20,9,20,10.8508634,0,0,19000000,16484026.741689704
1701,13115-1777,6,3,70,10.8508634,0,0,84000000,67647846.47160989
1702,13115-1778,23,3,65,10.8508634,0,0,54000000,54473996.476314515
1703,13115-1779,14,5,20,10.8508634,0,0,17000000,23880407.181474168
1704,13115-1780,35,1,15,10.8508634,1,0,20000000,15852510.116403848
1705,13115-1786,28,7,15,10.8508634,1,0,13000000,13647078.936262697
1706,13115-1787,14,9,25,10.8508634,0,0,22000000,23546593.344804395
1707,13115-1788,19,6,15,10.8508634,0,0,20000000,16357673.51209079
1708,13115-1793,27,9,15,10.8508634,0,0,15000000,8865888.921104044
1709,13115-1794,23,4,45,10.8508634,0,0,32000000,38541700.999419406
1710,13115-1799,14,9,35,10.8508634,1,0,31000000,34310156.60653244
1711,13115-1800,17,3,25,10.8508634,0,0,21000000,27974309.394829433
1712,13115-1801,12,8,20,10.8508634,1,0,15000000,25249619.430347446
1713,13115-1802,5,6,60,10.8508634,0,0,54000000,57697924.24128417
1714,13115-1803,14,9,35,10.8508634,0,0,30000000,31004871.941382125
1715,13115-1805,36,6,20,10.8508634,0,0,11000000,10642102.113373134
1716,13115-1806,20,9,20,10.8508634,0,0,19000000,16484026.741689704
1717,13115-1807,18,5,20,10.8508634,1,0,17000000,24963406.97674059
1718,13115-1810,33,2,20,10.8508634,0,0,12000000,16371768.900744688
1719,13115-1811,13,10,20,10.8508634,0,0,20000000,19357286.980246846
1720,13115-1812,14,5,20,10.8508634,0,0,16000000,23880407.181474168
1721,13115-1813,33,2,20,10.8508634,0,0,15000000,16371768.900744688
1722,13115-1814,28,7,15,10.8508634,0,0,9500000,10341794.271112386
1723,13115-1815,13,10,20,10.8508634,0,0,20000000,19357286.980246846
1724,13115-1816,17,3,20,10.8508634,0,0,18000000,24245170.09654057
1725,13115-1817,18,5,20,10.8508634,1,0,19000000,24963406.97674059
1726,13115-1818,35,2,30,10.8508634,0,0,20000000,22718905.062380474
1727,13115-1819,19,7,20,10.8508634,0,0,20000000,19071074.526639994
1728,13115-1820,36,5,45,10.8508634,0,0,27000000,30303536.888557117
1729,13115-1825,27,9,20,10.8508634,0,0,11000000,12595028.219392907
1730,13115-1826,20,9,20,10.8508634,0,0,15000000,16484026.741689704
1731,13115-1827,18,4,20,10.8508634,0,0,20000000,22673860.59532994
1732,13115-1828,19,7,20,10.8508634,0,0,18000000,19071074.526639994
1733,13115-1829,40,2,50,10.8508634,0,0,39000000,34857606.16818107
1734,13115-1830,33,2,20,10.8508634,0,0,12000000,16371768.900744688
1735,13115-1831,34,1,15,10.8508634,0,0,18000000,13102796.668724507
1736,13115-1878,19,9,65,9.492733962,0,1,55000000,50601851.64376045
1737,13115-1879,19,8,55,9.492733962,0,1,52000000,44159311.33092238
1738,13115-1880,20,9,20,9.492733962,0,1,19000000,16484026.741689704
1739,13115-1885,20,9,40,9.492733962,0,1,37000000,31400583.93484516
1740,13115-1886,19,8,50,9.492733962,1,1,54000000,43735456.69778383
1741,13115-1887,20,9,70,9.492733962,0,1,59000000,53775419.72457835
1742,13115-1989,13,8,20,13.47331293,0,1,13000000,21388763.54772616
1743,13115-1990,15,13,20,13.47331293,0,1,23000000,15198929.69408593
1744,13115-1993,29,9,45,13.47331293,0,1,28000000,30129582.275895283
1745,13115-1995,14,12,20,13.47331293,0,1,17000000,16770239.19529656
1746,13115-1996,14,13,20,13.47331293,1,1,25000000,19059785.57670721
1747,13115-2001,14,10,20,13.47331293,1,1,17000000,22107000.427926186
1748,13115-2006,22,8,95,13.47331293,1,1,51000000,75630996.7299707
1749,13115-2007,22,8,60,13.47331293,1,1,57000000,49527021.641948655
1750,13115-2008,13,8,20,13.47331293,0,1,17000000,21388763.54772616
1751,13115-2011,22,8,45,13.47331293,1,1,35000000,38339603.747082055
1752,13115-2012,15,9,20,13.47331293,0,1,22000000,19261882.82904456
1753,13115-2013,14,12,35,13.47331293,0,1,23000000,27957657.090163153
1754,13115-2016,15,13,25,13.47331293,0,1,29000000,18928068.992374793
1755,13115-2022,14,12,20,13.47331293,0,1,16000000,16770239.19529656
1756,13115-2023,15,13,20,13.47331293,0,1,15000000,15198929.69408593
1757,13115-2024,29,9,45,13.47331293,0,1,22000000,30129582.275895283
1758,13115-2025,14,12,20,13.47331293,0,1,23000000,16770239.19529656
1759,13115-2387,5,9,40,15.29485589,0,0,35000000,39734152.19690973
1760,13115-2388,28,13,15,15.29485589,0,0,13000000,4247364.568674438
1761,13115-2389,20,9,85,15.29485589,0,0,64000000,64962837.619444944
1762,13115-2391,9,10,70,15.29485589,0,0,63000000,58870964.833019376
1763,13115-2395,27,5,15,15.29485589,0,0,8400000,12928842.056062676
1764,13115-2400,27,5,15,15.29485589,0,0,16000000,12928842.056062676
1765,13115-2401,27,5,15,15.29485589,0,0,8300000,12928842.056062676
1766,13115-2463,24,16,55,15.29485589,0,0,32000000,33255548.97365026
1767,13115-2473,30,13,45,15.29485589,0,0,17000000,25511057.923465684
1768,13115-2474,15,15,55,15.29485589,0,0,31000000,39271428.21462866
1769,13115-2485,16,18,50,15.29485589,1,0,37000000,35244787.51280016
1770,13115-2486,16,18,55,15.29485589,1,0,38000000,38973926.811089024
1771,13115-2806,19,14,70,12.12192561,0,0,51000000,49252299.52335103
1772,13115-2816,19,11,70,12.12192561,0,0,51000000,52299514.374570005
1773,13115-2860,18,3,35,12.12192561,0,0,35000000,34877016.77393619
1774,13115-2869,22,8,30,12.12192561,1,0,28000000,27152185.85221546
1775,13115-2870,3,7,55,12.12192561,0,0,53000000,54064189.094197586
1776,13115-2871,22,8,25,12.12192561,0,0,18000000,20117761.888776284
1777,13115-2876,3,6,80,12.12192561,0,0,90000000,73725623.86938156
1778,13115-2877,3,7,75,12.12192561,1,0,84000000,72286030.95250335
1779,13115-2878,3,7,65,12.12192561,0,0,70000000,61522467.69077531
1780,13115-2879,3,6,75,12.12192561,0,0,79000000,69996484.5710927
1781,13115-2882,3,8,80,12.12192561,0,0,60000000,71694147.30190223
1782,13115-2883,22,7,25,12.12192561,0,0,20000000,21133500.172515944
1783,13115-2884,15,12,50,12.12192561,0,0,26000000,38589503.76755877
1784,13115-2885,9,13,80,12.12192561,0,0,62000000,63282028.578378126
1785,13115-2886,15,12,50,12.12192561,1,0,39000000,41894788.43270908
1786,13115-2893,7,6,65,12.12192561,0,0,66000000,60315921.10463109
1787,13115-2894,28,12,15,12.12192561,0,0,5900000,5263102.852414094
1788,13115-2898,3,7,70,12.12192561,0,0,75000000,65251606.98906418
1789,13115-2899,22,8,25,12.12192561,0,0,19000000,20117761.888776284
1790,13115-2900,3,6,80,12.12192561,0,0,82000000,73725623.86938156
1791,13115-2901,35,9,10,12.12192561,1,0,11000000,3997464.5481977165
1792,13115-2902,3,8,80,12.12192561,0,0,62000000,71694147.30190223
1793,13115-2903,3,7,70,12.12192561,0,0,78000000,65251606.98906418
1794,13115-2905,3,6,80,12.12192561,1,0,88000000,77030908.53453188
1795,13115-2906,3,6,60,12.12192561,0,0,61000000,58809066.67622611
1796,13115-2907,15,12,50,12.12192561,1,0,31000000,41894788.43270908
1797,13115-2917,3,8,85,12.12192561,0,0,81000000,75423286.60019112
1798,13115-2918,22,8,25,12.12192561,0,0,20000000,20117761.888776284
1799,13115-2919,3,5,75,12.12192561,0,0,78000000,71012222.85483235
1800,13115-2920,3,5,55,12.12192561,0,0,56000000,56095665.661676906
1801,13115-2921,3,6,70,12.12192561,0,0,78000000,66267345.272803836
1802,13115-2922,30,5,50,12.12192561,1,0,42000000,40671388.15682212
1803,13115-2923,3,6,75,12.12192561,0,0,67000000,69996484.5710927
1804,13115-2931,3,8,70,12.12192561,0,0,70000000,64235868.70532452
1805,13115-2932,16,7,70,12.12192561,0,0,65000000,58029181.16194155
1806,13115-2933,18,3,45,12.12192561,0,0,36000000,42335295.370513916
1807,13115-2934,17,2,50,12.12192561,0,0,47000000,47635744.17001341
1808,13115-2935,3,5,75,12.12192561,0,0,87000000,71012222.85483235
1809,13115-2936,3,6,80,12.12192561,0,0,88000000,73725623.86938156
1810,13115-2937,30,5,50,12.12192561,1,0,44000000,40671388.15682212
1811,13115-2938,29,5,50,12.12192561,0,0,43000000,37921674.709142774
1812,13115-2939,29,5,50,12.12192561,1,0,42000000,41226959.37429309
1813,13115-2943,34,8,15,12.12192561,1,0,9900000,9297913.34769721
1814,13115-2944,29,5,55,12.12192561,0,0,38000000,41650814.00743164
1815,13115-2946,29,5,50,12.12192561,1,0,42000000,41226959.37429309
1816,13115-2947,15,12,65,12.12192561,0,0,45000000,49776921.66242536
1817,13115-2948,16,6,70,12.12192561,0,0,62000000,59044919.44568121
1818,13115-2949,35,9,10,12.12192561,1,0,8900000,3997464.5481977165
1819,13115-2950,29,5,50,12.12192561,1,0,47000000,41226959.37429309
1820,13115-2951,45,1,35,12.12192561,0,0,19000000,21908070.46969928
1821,13115-2952,29,5,50,12.12192561,1,0,50000000,41226959.37429309
1822,13115-2953,30,5,110,12.12192561,0,0,90000000,82115775.07113817
1823,13115-2960,15,12,65,12.12192561,0,0,41000000,49776921.66242536
1824,13115-2961,35,7,15,12.12192561,0,0,11000000,6452795.748815589
1825,13115-2962,15,13,40,12.12192561,0,0,29000000,30115486.887241386
1826,13115-2963,3,5,75,12.12192561,0,0,77000000,71012222.85483235
1827,13115-2964,21,3,20,12.12192561,0,0,21000000,22022885.226656683
1828,13115-2965,3,7,70,12.12192561,0,0,74000000,65251606.98906418
1829,13115-2966,16,7,75,12.12192561,0,0,67000000,61758320.46023041
1830,13115-2975,9,13,70,12.12192561,1,0,61000000,59129034.64695071
1831,13115-2976,26,12,20,13.47331293,0,1,17000000,10103384.5856449
1832,13115-2977,26,12,15,13.47331293,1,1,17000000,9679529.952506348
1833,13115-2980,26,12,20,13.47331293,0,1,10000000,10103384.5856449
1834,13115-2985,27,10,45,15.29485589,1,0,33000000,33530271.092247877
1835,13115-2986,10,7,20,15.29485589,0,0,20000000,24071215.483878735
